station_id,phase_time,phase_score,phase_type,dt
C,2017-03-03 16:14:13.988,0.65,S,0.01
C,2017-03-03 16:15:59.018,0.56,S,0.01
C,2017-03-03 16:16:27.998,0.47,S,0.01
C,2017-03-03 16:22:32.858,0.322,S,0.01
C,2017-03-03 16:23:01.958,0.463,S,0.01
C,2017-03-03 16:26:52.138,0.532,S,0.01
C,2017-03-03 16:27:30.688,0.563,S,0.01
C,2017-03-03 16:27:39.888,0.322,S,0.01
C,2017-03-03 16:32:56.858,0.38,S,0.01
C,2017-03-03 16:35:44.918,0.373,S,0.01
C,2017-03-03 16:41:15.918,0.307,S,0.01
C,2017-03-03 16:43:35.458,0.717,S,0.01
C,2017-03-03 16:45:30.958,0.585,S,0.01
C,2017-03-03 16:48:22.838,0.317,S,0.01
C,2017-03-03 16:57:11.578,0.738,S,0.01
C,2017-03-03 17:00:47.568,0.375,S,0.01
C,2017-03-03 17:01:30.518,0.428,S,0.01
C,2017-03-03 17:01:54.358,0.408,S,0.01
C,2017-03-03 17:03:11.258,0.596,S,0.01
C,2017-03-03 17:03:21.148,0.53,S,0.01
C,2017-03-03 17:05:11.018,0.512,S,0.01
C,2017-03-03 17:06:13.388,0.518,S,0.01
C,2017-03-03 17:09:59.038,0.325,S,0.01
C,2017-03-03 17:13:25.648,0.319,S,0.01
C,2017-03-03 17:14:09.048,0.373,S,0.01
C,2017-03-03 17:15:30.648,0.479,S,0.01
C,2017-03-03 17:15:40.138,0.646,S,0.01
C,2017-03-03 17:16:13.848,0.31,S,0.01
C,2017-03-03 17:21:46.098,0.319,S,0.01
C,2017-03-03 17:23:30.488,0.426,S,0.01
C,2017-03-03 17:27:35.638,0.367,S,0.01
C,2017-03-03 17:27:54.318,0.386,S,0.01
C,2017-03-03 17:29:40.878,0.344,S,0.01
C,2017-03-03 17:31:01.998,0.321,S,0.01
C,2017-03-03 17:40:33.118,0.311,S,0.01
C,2017-03-03 17:41:11.538,0.581,S,0.01
C,2017-03-03 17:43:01.418,0.31,S,0.01
C,2017-03-03 17:43:16.908,0.349,S,0.01
C,2017-03-03 17:44:14.278,0.429,S,0.01
C,2017-03-03 17:46:51.978,0.413,S,0.01
C,2017-03-03 17:50:23.568,0.692,S,0.01
C,2017-03-03 17:51:49.748,0.542,S,0.01
C,2017-03-03 17:52:18.218,0.54,S,0.01
C,2017-03-03 17:54:04.718,0.381,S,0.01
C,2017-03-03 17:58:56.718,0.328,S,0.01
C,2017-03-03 18:01:21.098,0.47,S,0.01
C,2017-03-03 18:07:10.938,0.453,S,0.01
C,2017-03-03 18:07:16.638,0.464,S,0.01
C,2017-03-03 18:09:59.258,0.634,S,0.01
C,2017-03-03 18:11:34.958,0.535,S,0.01
C,2017-03-03 18:11:35.678,0.302,S,0.01
C,2017-03-03 18:14:23.418,0.436,S,0.01
C,2017-03-03 18:14:33.358,0.399,S,0.01
C,2017-03-03 18:14:57.458,0.612,S,0.01
C,2017-03-03 18:15:20.698,0.32,S,0.01
C,2017-03-03 18:18:23.098,0.422,S,0.01
C,2017-03-03 18:19:21.018,0.482,S,0.01
C,2017-03-03 18:23:15.918,0.357,S,0.01
C,2017-03-03 18:25:20.928,0.465,S,0.01
C,2017-03-03 18:33:11.918,0.337,S,0.01
C,2017-03-03 18:33:59.288,0.55,S,0.01
C,2017-03-03 18:39:59.358,0.395,S,0.01
C,2017-03-03 18:40:42.058,0.525,S,0.01
C,2017-03-03 18:42:24.478,0.308,S,0.01
C,2017-03-03 18:44:46.938,0.328,S,0.01
C,2017-03-03 18:47:30.678,0.393,S,0.01
C,2017-03-03 18:53:30.378,0.319,S,0.01
C,2017-03-03 18:54:18.438,0.55,S,0.01
C,2017-03-03 18:54:42.548,0.385,S,0.01
C,2017-03-03 18:58:18.158,0.388,S,0.01
C,2017-03-03 19:00:52.558,0.344,S,0.01
C,2017-03-03 19:03:25.848,0.572,S,0.01
C,2017-03-03 19:04:23.288,0.392,S,0.01
C,2017-03-03 19:07:44.458,0.658,S,0.01
C,2017-03-03 19:08:09.338,0.61,S,0.01
C,2017-03-03 19:08:19.088,0.849,S,0.01
C,2017-03-03 19:08:27.958,0.31,S,0.01
C,2017-03-03 19:09:39.798,0.398,S,0.01
C,2017-03-03 19:12:28.088,0.711,S,0.01
C,2017-03-03 19:13:44.888,0.374,S,0.01
C,2017-03-03 19:15:12.778,0.353,S,0.01
C,2017-03-03 19:15:59.478,0.516,S,0.01
C,2017-03-03 19:18:42.638,0.428,S,0.01
C,2017-03-03 19:18:47.918,0.366,S,0.01
C,2017-03-03 19:19:16.018,0.311,S,0.01
C,2017-03-03 19:22:08.668,0.595,S,0.01
C,2017-03-03 19:26:51.578,0.515,S,0.01
C,2017-03-03 19:31:45.018,0.685,S,0.01
C,2017-03-03 19:31:54.998,0.421,S,0.01
C,2017-03-03 19:36:33.128,0.578,S,0.01
C,2017-03-03 19:37:45.018,0.478,S,0.01
C,2017-03-03 19:38:15.098,0.572,S,0.01
C,2017-03-03 19:40:09.458,0.355,S,0.01
C,2017-03-03 19:47:20.378,0.451,S,0.01
C,2017-03-03 19:48:23.598,0.46,S,0.01
C,2017-03-03 19:48:28.438,0.334,S,0.01
C,2017-03-03 19:50:04.078,0.466,S,0.01
C,2017-03-03 19:51:54.298,0.442,S,0.01
C,2017-03-03 19:54:05.558,0.343,S,0.01
C,2017-03-03 19:58:08.858,0.422,S,0.01
C,2017-03-03 19:58:39.188,0.533,S,0.01
C,2017-03-03 20:02:37.358,0.35,S,0.01
C,2017-03-03 20:03:44.828,0.737,S,0.01
C,2017-03-03 20:04:47.188,0.386,S,0.01
C,2017-03-03 20:06:42.638,0.413,S,0.01
C,2017-03-03 20:07:45.118,0.354,S,0.01
C,2017-03-03 20:08:04.758,0.322,S,0.01
C,2017-03-03 20:08:32.868,0.403,S,0.01
C,2017-03-03 20:09:01.518,0.322,S,0.01
C,2017-03-03 20:09:40.378,0.451,S,0.01
C,2017-03-03 20:11:16.458,0.631,S,0.01
C,2017-03-03 20:14:18.238,0.353,S,0.01
C,2017-03-03 20:14:33.158,0.459,S,0.01
C,2017-03-03 20:15:26.098,0.348,S,0.01
C,2017-03-03 20:17:30.798,0.321,S,0.01
C,2017-03-03 20:18:13.818,0.616,S,0.01
C,2017-03-03 20:18:52.248,0.46,S,0.01
C,2017-03-03 20:19:49.728,0.47,S,0.01
C,2017-03-03 20:20:31.998,0.421,S,0.01
C,2017-03-03 20:24:08.878,0.303,S,0.01
C,2017-03-03 20:25:14.458,0.439,S,0.01
C,2017-03-03 20:25:25.988,0.681,S,0.01
C,2017-03-03 20:26:04.238,0.491,S,0.01
C,2017-03-03 20:27:49.848,0.494,S,0.01
C,2017-03-03 20:29:44.878,0.314,S,0.01
C,2017-03-03 20:32:57.058,0.326,S,0.01
C,2017-03-03 20:33:51.248,0.404,S,0.01
C,2017-03-03 20:35:01.758,0.31,S,0.01
C,2017-03-03 20:38:33.208,0.327,S,0.01
C,2017-03-03 20:39:49.358,0.374,S,0.01
C,2017-03-03 20:40:52.218,0.399,S,0.01
C,2017-03-03 20:44:27.658,0.583,S,0.01
C,2017-03-03 20:46:57.038,0.319,S,0.01
C,2017-03-03 20:48:23.288,0.42,S,0.01
C,2017-03-03 20:52:56.078,0.327,S,0.01
C,2017-03-03 20:54:09.058,0.483,S,0.01
C,2017-03-03 20:55:20.298,0.377,S,0.01
C,2017-03-03 20:58:13.408,0.375,S,0.01
C,2017-03-03 20:58:42.698,0.564,S,0.01
