station_id,phase_time,phase_type,phase_score,phase_amplitude,event_index,gamma_score
NC.GBB..EH,2023-01-01T18:52:25.140000,S,0.819,4.098e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:55:06.030000,S,0.688,2.065e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:55:15.010000,S,0.649,2.223e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:56:38.890000,S,0.321,2.406e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:57:28.930000,S,0.413,2.083e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:57:44.230000,S,0.379,1.376e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:57:57.040000,S,0.666,1.653e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:58:06.330000,S,0.559,2.197e-07,125,0.025219394165369672
NC.GBB..EH,2023-01-01T18:58:17.130000,S,0.343,1.234e-06,-1,-1.0
NC.GBB..EH,2023-01-01T18:59:06.110000,S,0.318,3.719e-07,37,0.005851380524985013
NC.GBB..EH,2023-01-01T18:59:27.580000,S,0.798,4.684e-07,-1,-1.0
NC.GBB..EH,2023-01-01T18:59:35.410000,S,0.747,2.275e-07,133,0.002419955917555085
NC.GBL.01.EH,2023-01-01T18:32:46.330000,P,0.757,1.348e-06,-1,-1.0
NC.GBL.01.EH,2023-01-01T18:35:24.870000,P,0.924,6.105e-05,168,0.012014802002690244
NC.GBL.01.EH,2023-01-01T18:32:51.090000,S,0.517,1.348e-06,-1,-1.0
NC.GBL.01.EH,2023-01-01T18:35:42.530000,S,0.368,7.685e-05,168,0.012174392326056145
NC.GCK..EH,2023-01-01T18:35:29.230000,P,0.896,8.664e-06,168,0.009752797596655427
NC.GCK..EH,2023-01-01T18:47:33.090000,P,0.303,6.122e-08,-1,-1.0
NC.GCK..EH,2023-01-01T18:52:44.790000,P,0.353,1.172e-07,-1,-1.0
NC.GCK..EH,2023-01-01T18:58:07.730000,P,0.426,1.165e-07,125,0.012238645017291787
NC.GCK..EH,2023-01-01T18:59:04.840000,P,0.356,7.925e-08,-1,-1.0
NC.GCK..EH,2023-01-01T18:48:08.710000,S,0.516,1.57e-07,-1,-1.0
NC.GCK..EH,2023-01-01T18:48:15.790000,S,0.327,1.561e-07,-1,-1.0
NC.GCK..EH,2023-01-01T18:50:49.510000,S,0.509,2.005e-07,187,0.00235874388968074
NC.GCK..EH,2023-01-01T18:58:09.470000,S,0.495,1.165e-07,125,0.03997490374904025
NC.GCVB..EH,2023-01-01T18:31:16.750000,P,0.533,2.352e-07,-1,-1.0
NC.GCVB..EH,2023-01-01T18:31:21.850000,P,0.553,5.866e-07,-1,-1.0
NC.GCVB..EH,2023-01-01T18:35:32.120000,P,0.919,7.612e-06,168,0.014670154485514213
NC.GCVB..EH,2023-01-01T18:31:08.070000,S,0.357,5.407e-07,-1,-1.0
NC.GCVB..EH,2023-01-01T18:31:18.350000,S,0.36,5.866e-07,-1,-1.0
NC.GCWB.01.EH,2023-01-01T18:35:27.390000,P,0.865,1.542e-05,168,0.004488967962687235
NC.GDCB.01.EH,2023-01-01T18:31:10.920000,P,0.45,3.841e-07,-1,-1.0
NC.GDCB.01.EH,2023-01-01T18:35:30.990000,P,0.874,1.151e-05,168,0.005870146163219778
NC.GDCB.01.EH,2023-01-01T18:30:46.390000,S,0.333,3.168e-07,-1,-1.0
NC.GDCB.01.EH,2023-01-01T18:35:43.350000,S,0.419,3.821e-05,168,0.01167383945169026
NC.GDCB.01.EH,2023-01-01T18:48:01.360000,S,0.673,3.175e-07,53,0.0011194171967798122
NC.GDXB..HH,2023-01-01T18:35:33.573000,P,0.341,4.211e-06,168,0.01397025657120569
NC.GDXB..HH,2023-01-01T18:47:36.903000,P,0.984,6.483e-06,65,0.053247807137190954
NC.GDXB..HH,2023-01-01T18:52:23.963000,P,0.748,1.147e-06,41,0.03237622879520707
NC.GDXB..HH,2023-01-01T18:47:37.493000,S,0.958,6.483e-06,65,0.02851094572257414
NC.GFC.01.EH,2023-01-01T18:30:52.730000,P,0.456,6.663e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:31:02.170000,P,0.422,9.493e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:32:12.250000,P,0.308,1.298e-06,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:34:21.720000,P,0.495,5.673e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:35:32.000000,P,0.712,7.58e-06,168,0.01512282205909785
NC.GFC.01.EH,2023-01-01T18:41:22.210000,P,0.488,3.959e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:43:03.990000,P,0.88,8.201e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:44:22.170000,P,0.344,5.226e-07,86,0.11900777319585008
NC.GFC.01.EH,2023-01-01T18:44:29.450000,P,0.534,4.586e-07,87,0.04569570120631116
NC.GFC.01.EH,2023-01-01T18:45:56.730000,P,0.433,5.078e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:47:48.360000,P,0.407,3.233e-07,65,0.09454230082647638
NC.GFC.01.EH,2023-01-01T18:48:37.120000,P,0.38,5.441e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:52:53.290000,P,0.541,6.731e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:53:13.370000,P,0.384,5.096e-07,111,0.005442115393530438
NC.GFC.01.EH,2023-01-01T18:55:54.330000,P,0.301,4.827e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:56:18.190000,P,0.461,8.96e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:57:19.760000,P,0.647,6.867e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:58:56.270000,P,0.486,1.299e-06,37,0.003874245617402401
NC.GFC.01.EH,2023-01-01T18:59:33.630000,P,0.499,5.463e-07,134,0.00255829503875039
NC.GFC.01.EH,2023-01-01T18:59:44.120000,P,0.434,6.988e-07,135,0.003460868768742901
NC.GFC.01.EH,2023-01-01T18:30:54.590000,S,0.603,9.493e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:31:44.080000,S,0.387,9.739e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:41:10.210000,S,0.48,4.808e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:41:40.520000,S,0.558,4.979e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:42:07.240000,S,0.324,1.1e-06,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:43:51.050000,S,0.307,5.135e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:44:08.730000,S,0.432,5.154e-07,89,0.05307131576757355
NC.GFC.01.EH,2023-01-01T18:44:14.850000,S,0.321,5.226e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:46:37.330000,S,0.43,4.5e-07,171,0.002549433054425655
NC.GFC.01.EH,2023-01-01T18:52:54.800000,S,0.393,6.731e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:56:18.150000,S,0.395,8.96e-07,-1,-1.0
NC.GFC.01.EH,2023-01-01T18:58:59.410000,S,0.661,1.299e-06,37,0.004221227074851592
NC.GGPC.01.EH,2023-01-01T18:31:46.280000,P,0.686,2.475e-07,-1,-1.0
NC.GGPC.01.EH,2023-01-01T18:35:33.320000,P,0.655,4.329e-06,168,0.013783304060856288
NC.GGPC.01.EH,2023-01-01T18:47:37.330000,P,0.983,5.134e-07,65,0.08463023590971366
NC.GGPC.01.EH,2023-01-01T18:52:24.830000,P,0.901,1.67e-07,41,0.08449923411933
NC.GGPC.01.EH,2023-01-01T18:52:51.680000,P,0.356,1.94e-07,110,0.0011695206885768434
NC.GGPC.01.EH,2023-01-01T18:53:52.820000,P,0.577,1.129e-07,191,9.26987092082359e-05
NC.GGPC.01.EH,2023-01-01T18:47:39.030000,S,0.382,5.134e-07,65,0.02204982064672397
NC.GGPC.01.EH,2023-01-01T18:52:26.400000,S,0.718,1.67e-07,41,0.0328671532545048
NC.GHGB.01.HH,2023-01-01T18:35:29.043000,P,0.731,1.213e-05,168,0.009392804903303952
NC.GHGB.01.HH,2023-01-01T18:33:32.853000,S,0.346,5.186e-08,-1,-1.0
NC.GHO.01.EH,2023-01-01T18:35:26.350000,P,0.903,0.0001195,168,0.011538432312455752
NC.GHO.01.EH,2023-01-01T18:55:32.330000,P,0.944,1.05e-06,73,0.0008879228064428295
NC.GNR.01.EH,2023-01-01T18:35:24.000000,P,0.951,0.0001454,168,0.008962240089335225
NC.GNR.01.EH,2023-01-01T18:55:29.990000,P,0.983,2.498e-06,73,0.0012245423871616173
NC.GNR.01.EH,2023-01-01T18:55:32.920000,S,0.699,6.658e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:30:27.540000,P,0.614,6.401e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:31:00.030000,P,0.796,6.353e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:35:31.770000,P,0.592,7.052e-06,168,0.014842738822345351
NC.GPM.03.EH,2023-01-01T18:40:28.700000,P,0.831,4.941e-07,76,0.007284190051522572
NC.GPM.03.EH,2023-01-01T18:47:38.560000,P,0.847,4.946e-07,65,0.08905201095052188
NC.GPM.03.EH,2023-01-01T18:51:46.010000,P,0.358,1.202e-06,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:59:23.170000,P,0.85,5.578e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:30:22.800000,S,0.745,5.284e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:30:29.390000,S,0.471,6.401e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:31:02.440000,S,0.675,6.353e-07,-1,-1.0
NC.GPM.03.EH,2023-01-01T18:32:00.190000,S,0.519,5.095e-07,124,0.00048246254437116736
NC.GPM.03.EH,2023-01-01T18:40:31.070000,S,0.328,3.045e-07,75,0.011412518269180742
NC.GPM.03.EH,2023-01-01T18:47:40.400000,S,0.873,4.946e-07,65,0.0358159230432192
NC.GPM.03.EH,2023-01-01T18:59:27.790000,S,0.74,5.578e-07,-1,-1.0
NC.GROB.01.EH,2023-01-01T18:35:23.580000,P,0.931,5.101e-05,168,0.003827901644041379
NC.GROB.01.EH,2023-01-01T18:46:39.150000,P,0.307,1.564e-07,172,0.001523400547384126
NC.GROB.01.EH,2023-01-01T18:52:07.830000,P,0.342,2.644e-07,-1,-1.0
NC.GROB.01.EH,2023-01-01T18:35:56.810000,S,0.356,6.488e-05,-1,-1.0
NC.GROB.01.EH,2023-01-01T18:52:10.410000,S,0.487,2.644e-07,-1,-1.0
NC.GRT.01.HH,2023-01-01T18:35:32.290000,P,0.498,1.077e-05,168,0.009888093224914895
NC.GRT.01.HH,2023-01-01T18:49:46.050000,P,0.372,4.039e-07,-1,-1.0
NC.GRT.01.HH,2023-01-01T18:53:43.590000,P,0.452,2.206e-07,-1,-1.0
NC.GRT.01.HH,2023-01-01T18:45:49.690000,S,0.573,8.637e-07,-1,-1.0
NC.GRT.01.HH,2023-01-01T18:49:51.560000,S,0.447,4.039e-07,-1,-1.0
NC.GSN.01.EH,2023-01-01T18:35:29.243000,P,0.856,1.49e-05,168,0.013834483123823545
NC.GSN.01.EH,2023-01-01T18:55:35.933000,P,0.65,8.048e-08,73,0.0019790470630235116
NC.GSN.01.EH,2023-01-01T18:32:45.013000,S,0.55,9.764e-08,-1,-1.0
NC.GSN.01.EH,2023-01-01T18:37:41.353000,S,0.303,5.026e-07,-1,-1.0
NC.GSR.01.HH,2023-01-01T18:35:29.910000,P,0.747,2.575e-05,168,0.011020454483869204
NC.GSR.01.HH,2023-01-01T18:54:16.080000,S,0.463,8.428e-07,191,0.0004447381251596924
NC.GSX.01.HH,2023-01-01T18:35:34.400000,P,0.639,3.239e-06,168,0.001214789752068684
NC.GSX.01.HH,2023-01-01T18:49:28.470000,P,0.407,3.682e-07,-1,-1.0
NC.GSX.01.HH,2023-01-01T18:54:57.960000,P,0.408,1.92e-07,193,0.0004447381251596924
NC.GSX.01.HH,2023-01-01T18:47:48.210000,S,0.609,1.916e-07,-1,-1.0
NC.GSX.01.HH,2023-01-01T18:49:31.330000,S,0.398,3.682e-07,-1,-1.0
NC.GSX.01.HH,2023-01-01T18:51:49.570000,S,0.374,1.805e-07,-1,-1.0
NC.GSX.01.HH,2023-01-01T18:52:01.210000,S,0.361,4.837e-07,-1,-1.0
NC.GTC..EH,2023-01-01T18:53:12.920000,P,0.307,7.9e-09,-1,-1.0
NC.GVA.01.EH,2023-01-01T18:33:38.010000,P,0.468,1.44e-07,-1,-1.0
NC.GVA.01.EH,2023-01-01T18:35:24.270000,P,0.88,2.79e-05,168,0.013861626737571929
NC.GWKB.01.HH,2023-01-01T18:31:21.840000,P,0.693,4.152e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:31:59.390000,P,0.818,6.089e-07,124,0.005004392282925982
NC.GWKB.01.HH,2023-01-01T18:33:34.030000,P,0.309,7.1e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:41:52.730000,P,0.448,5.125e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:44:22.420000,P,0.694,8.159e-07,86,0.06713675857327563
NC.GWKB.01.HH,2023-01-01T18:44:38.930000,P,0.491,5.73e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:44:47.630000,P,0.522,3.452e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:45:20.290000,P,0.315,3.08e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:49:19.930000,P,0.886,5.263e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:50:37.770000,P,0.35,3.846e-07,184,0.0037245406517081338
NC.GWKB.01.HH,2023-01-01T18:50:47.080000,P,0.345,4.916e-07,186,0.0039446705742001145
NC.GWKB.01.HH,2023-01-01T18:50:56.040000,P,0.956,8.152e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:51:05.800000,P,0.352,5.744e-07,190,0.0034022375135205098
NC.GWKB.01.HH,2023-01-01T18:51:15.210000,P,0.574,3.492e-07,189,0.002469022310525079
NC.GWKB.01.HH,2023-01-01T18:51:19.080000,P,0.455,4.118e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:51:49.290000,P,0.499,2.412e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:51:56.640000,P,0.841,4.599e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:56:47.690000,P,0.739,9.727e-07,180,0.0057881116853701
NC.GWKB.01.HH,2023-01-01T18:59:43.520000,P,0.453,9.181e-07,135,0.0030562681343710694
NC.GWKB.01.HH,2023-01-01T18:32:02.450000,S,0.546,6.732e-07,124,0.01566414085255743
NC.GWKB.01.HH,2023-01-01T18:33:24.660000,S,0.787,8.906e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:33:34.020000,S,0.338,7.1e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:44:49.710000,S,0.34,3.452e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:45:21.690000,S,0.689,3.08e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:50:47.140000,S,0.393,8.152e-07,187,0.005469585560240555
NC.GWKB.01.HH,2023-01-01T18:51:10.350000,S,0.591,5.744e-07,190,0.003450346205440905
NC.GWKB.01.HH,2023-01-01T18:51:51.740000,S,0.771,4.599e-07,-1,-1.0
NC.GWKB.01.HH,2023-01-01T18:56:55.470000,S,0.308,9.727e-07,179,5.427027553583562e-05
NC.GWR.01.EH,2023-01-01T18:35:25.270000,P,0.874,5.937e-05,168,0.016730988411642615
NC.GWR.01.EH,2023-01-01T18:55:31.410000,P,0.734,1.715e-07,73,0.002705792916224769
NC.GWR.01.EH,2023-01-01T18:59:30.350000,P,0.489,1.972e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:31:28.340000,P,0.58,8.68e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:33:33.410000,P,0.434,2.189e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:35:28.970000,P,0.939,2.069e-05,168,0.010183552079555817
NC.GWW.01.EH,2023-01-01T18:44:22.300000,P,0.356,3.798e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:44:36.570000,P,0.385,1.678e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:48:14.240000,P,0.664,7.311e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:31:32.530000,S,0.729,8.68e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:40:56.040000,S,0.384,3.962e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:44:22.340000,S,0.303,3.798e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:51:39.690000,S,0.401,3.873e-07,-1,-1.0
NC.GWW.01.EH,2023-01-01T18:55:34.960000,S,0.704,2.445e-07,-1,-1.0
NC.HAZ.01.EH,2023-01-01T18:32:30.600000,P,0.301,1.101e-07,-1,-1.0
NC.HAZ.01.EH,2023-01-01T18:57:21.040000,P,0.656,2.736e-07,183,0.0057881116853701
NC.HAZ.01.EH,2023-01-01T18:58:08.510000,P,0.682,9.323e-08,-1,-1.0
NC.HAZ.01.EH,2023-01-01T18:33:23.070000,S,0.445,1.49e-07,-1,-1.0
NC.HAZ.01.EH,2023-01-01T18:57:23.730000,S,0.398,2.736e-07,182,0.005585056030838844
NC.HAZ.01.EH,2023-01-01T18:58:11.390000,S,0.4,9.323e-08,-1,-1.0
NC.HBC.01.EH,2023-01-01T18:36:05.813000,P,0.631,3.898e-06,168,0.01120644764419221
NC.HBH.01.EH,2023-01-01T18:36:04.273000,P,0.822,1.119e-05,168,0.013951115793903016
NC.HBH.01.EH,2023-01-01T18:52:09.763000,P,0.471,3.161e-06,120,0.009257089977193192
NC.HCA..EH,2023-01-01T18:33:13.690000,P,0.323,1.932e-07,45,0.0018640582878105946
NC.HCA..EH,2023-01-01T18:34:30.890000,P,0.435,1.271e-07,29,0.0059000175628224055
NC.HCA..EH,2023-01-01T18:36:02.490000,P,0.9,8.324e-06,168,0.01632127243363589
NC.HCA..EH,2023-01-01T18:43:55.890000,P,0.384,3.528e-07,94,0.015286294761361625
NC.HCA..EH,2023-01-01T18:45:45.530000,P,0.303,3.935e-07,-1,-1.0
NC.HCA..EH,2023-01-01T18:49:40.860000,P,0.735,2.618e-07,108,0.00438133693109583
NC.HCA..EH,2023-01-01T18:50:25.660000,P,0.357,1.749e-07,-1,-1.0
NC.HCA..EH,2023-01-01T18:44:02.120000,S,0.571,3.528e-07,93,0.003438599493523916
NC.HCA..EH,2023-01-01T18:45:49.110000,S,0.359,3.935e-07,-1,-1.0
NC.HCBB.01.EH,2023-01-01T18:36:02.090000,P,0.789,5.777e-06,168,0.01464883563734668
NC.HCRB.01.EH,2023-01-01T18:34:10.840000,P,0.565,8.911e-07,-1,-1.0
NC.HCRB.01.EH,2023-01-01T18:36:02.050000,P,0.901,6.777e-06,168,0.003633277109368051
NC.HCRB.01.EH,2023-01-01T18:40:39.390000,P,0.788,4.114e-07,-1,-1.0
NC.HCRB.01.EH,2023-01-01T18:42:08.470000,P,0.942,5.261e-07,157,0.0006312631153230268
NC.HCRB.01.EH,2023-01-01T18:49:43.990000,P,0.405,4.361e-07,108,0.002903643420739559
NC.HCRB.01.EH,2023-01-01T18:34:12.730000,S,0.334,8.911e-07,-1,-1.0
NC.HCRB.01.EH,2023-01-01T18:42:09.790000,S,0.35,2.565e-07,156,0.003018285186085358
NC.HES.01.EH,2023-01-01T18:36:02.233000,P,0.799,1.351e-05,168,0.008075541212013544
NC.HFP..EH,2023-01-01T18:36:04.270000,P,0.711,1.578e-06,168,0.016495488562846675
NC.HGS.03.EH,2023-01-01T18:36:01.863000,P,0.875,6.419e-06,168,0.0010745257550951828
NC.HLB.01.EH,2023-01-01T18:36:12.153000,P,0.304,5.298e-06,168,0.007479831176809271
NC.HLB.01.EH,2023-01-01T18:56:27.123000,P,0.383,6.295e-06,-1,-1.0
NC.HLB.01.EH,2023-01-01T18:30:13.573000,S,0.331,4.116e-06,61,0.0006743080340528614
NC.HLB.01.EH,2023-01-01T18:55:59.293000,S,0.344,1.462e-06,175,0.004338850458425558
NC.HLP..EH,2023-01-01T18:33:23.810000,P,0.489,2.919e-06,46,0.001893089837274436
NC.HLP..EH,2023-01-01T18:36:00.720000,P,0.929,0.000157,168,0.0149010562904784
NC.HLP..EH,2023-01-01T18:33:23.780000,S,0.329,2.919e-06,45,0.015683685614635193
NC.HLP..EH,2023-01-01T18:36:26.770000,S,0.372,4.623e-05,-1,-1.0
NC.HMP.01.EH,2023-01-01T18:36:01.493000,P,0.872,4.159e-06,168,0.010447881649302207
NC.HMP.01.EH,2023-01-01T18:50:22.653000,P,0.328,1.353e-07,-1,-1.0
NC.HMP.01.EH,2023-01-01T18:52:13.213000,P,0.511,9.259e-08,120,0.011359382020904828
NC.HMP.01.EH,2023-01-01T18:53:02.823000,P,0.943,3.222e-07,-1,-1.0
NC.HMP.01.EH,2023-01-01T18:59:23.563000,P,0.718,2.067e-07,-1,-1.0
NC.HMP.01.EH,2023-01-01T18:31:53.873000,S,0.405,1.351e-07,17,0.010382133561916532
NC.HMP.01.EH,2023-01-01T18:50:30.603000,S,0.669,1.353e-07,-1,-1.0
NC.HMP.01.EH,2023-01-01T18:54:45.963000,S,0.458,2.259e-07,191,0.0003231001948429023
NC.HMP.01.EH,2023-01-01T18:56:41.673000,S,0.405,1.784e-07,178,0.004338850458425558
NC.HMP.01.EH,2023-01-01T18:59:26.643000,S,0.636,2.067e-07,-1,-1.0
NC.HMS.01.EH,2023-01-01T18:33:47.773000,P,0.424,1.669e-07,25,0.001391669595880574
NC.HMS.01.EH,2023-01-01T18:36:00.073000,P,0.41,3.363e-06,168,0.013407047523483836
NC.HMS.01.EH,2023-01-01T18:55:07.813000,P,0.537,5.131e-07,193,0.0003231001948429023
NC.HMS.01.EH,2023-01-01T18:55:34.693000,P,0.45,1.725e-07,175,0.0009597960328349632
NC.HMS.01.EH,2023-01-01T18:56:03.333000,P,0.463,2.35e-07,177,0.0057881116853701
NC.HMS.01.EH,2023-01-01T18:57:18.053000,P,0.43,1.68e-07,183,0.0028586458228828885
NC.HMS.01.EH,2023-01-01T18:33:54.293000,S,0.477,1.637e-07,25,0.003539035725365062
NC.HMS.01.EH,2023-01-01T18:40:48.883000,S,0.442,3.84e-07,-1,-1.0
NC.HMS.01.EH,2023-01-01T18:55:09.893000,S,0.545,4.025e-07,193,0.0007438581331277506
NC.HMS.01.EH,2023-01-01T18:55:39.893000,S,0.516,1.725e-07,175,0.0006899515023306262
NC.HMS.01.EH,2023-01-01T18:56:04.843000,S,0.436,2.35e-07,-1,-1.0
NC.HMS.01.EH,2023-01-01T18:57:18.133000,S,0.544,1.68e-07,182,0.004338850458425558
NC.HMS.01.EH,2023-01-01T18:58:26.003000,S,0.849,3.115e-07,-1,-1.0
NC.HSFB.01.EH,2023-01-01T18:30:14.243000,P,0.357,2.57e-07,59,0.003598317394320382
NC.HSFB.01.EH,2023-01-01T18:36:04.553000,P,0.865,4.988e-06,168,0.0107167442839244
NC.HSFB.01.EH,2023-01-01T18:40:10.553000,P,0.316,3.689e-07,-1,-1.0
NC.HSFB.01.EH,2023-01-01T18:45:03.883000,P,0.353,4.582e-07,-1,-1.0
NC.HSFB.01.EH,2023-01-01T18:47:20.803000,P,0.653,5.358e-07,-1,-1.0
NC.HSFB.01.EH,2023-01-01T18:57:43.033000,P,0.316,3.332e-07,81,0.003554026111741734
NC.HSFB.01.EH,2023-01-01T18:57:56.603000,P,0.391,2.765e-07,-1,-1.0
NC.HSFB.01.EH,2023-01-01T18:47:24.583000,S,0.537,5.358e-07,20,0.023158122792662134
NC.HSL.02.EH,2023-01-01T18:36:05.630000,P,0.621,8.674e-06,168,0.013694495242567523
NC.JBG..EH,2023-01-01T18:35:53.630000,P,0.744,9.102e-06,168,8.888870945678101e-05
NC.JBG..EH,2023-01-01T18:35:57.590000,S,0.34,9.102e-06,169,0.011403416184132292
NC.JBMB..EH,2023-01-01T18:30:06.630000,P,0.654,1.807e-05,59,0.002399302575861259
NC.JBMB..EH,2023-01-01T18:35:54.850000,P,0.607,5.184e-05,168,0.004409341455257918
NC.JBMB..EH,2023-01-01T18:39:08.530000,P,0.461,7.367e-06,137,0.002945597354770098
NC.JBMB..EH,2023-01-01T18:44:21.080000,P,0.305,1.374e-05,26,0.012626557611426415
NC.JBMB..EH,2023-01-01T18:59:19.430000,P,0.43,1.064e-05,133,0.0025218150774605035
NC.JBMB..EH,2023-01-01T18:33:56.030000,S,0.301,8.712e-06,25,0.006876806389842109
NC.JBMB..EH,2023-01-01T18:35:56.330000,S,0.551,5.184e-05,169,0.008322727655507182
NC.JBMB..EH,2023-01-01T18:39:11.070000,S,0.444,7.367e-06,137,0.0025400714102655157
NC.JBMB..EH,2023-01-01T18:44:23.530000,S,0.385,1.374e-05,26,0.009326931625672755
NC.JBMB..EH,2023-01-01T18:47:36.080000,S,0.443,7.004e-06,-1,-1.0
NC.JBMB..EH,2023-01-01T18:59:27.400000,S,0.545,1.064e-05,135,0.0005156520277663443
NC.JBR..EH,2023-01-01T18:35:57.130000,P,0.728,1.402e-06,168,0.012213290747024446
NC.JBR..EH,2023-01-01T18:36:00.810000,S,0.583,1.402e-06,169,0.006842662262260449
NC.JBR..EH,2023-01-01T18:44:05.810000,S,0.417,1.354e-06,94,0.0011015629678923623
NC.JCC.01.HN,2023-01-01T18:35:59.840000,P,0.615,2.185e-05,168,0.003260524409023864
NC.JCC.01.HN,2023-01-01T18:48:53.290000,P,0.341,1.925e-06,-1,-1.0
NC.JCC.01.HN,2023-01-01T18:31:56.610000,S,0.658,3.622e-06,16,0.010382133561916532
NC.JCC.01.HN,2023-01-01T18:32:54.170000,S,0.559,3.252e-06,-1,-1.0
NC.JCC.01.HN,2023-01-01T18:34:25.070000,S,0.35,3.087e-06,29,0.00015329369253121007
NC.JCC.01.HN,2023-01-01T18:48:57.170000,S,0.484,1.925e-06,-1,-1.0
NC.JCH..EH,2023-01-01T18:35:50.850000,P,0.797,9.34e-06,168,0.005579512624310541
NC.JCPB.01.EH,2023-01-01T18:31:13.280000,P,0.621,2.393e-06,-1,-1.0
NC.JCPB.01.EH,2023-01-01T18:32:37.850000,P,0.526,4.338e-06,-1,-1.0
NC.JCPB.01.EH,2023-01-01T18:32:59.520000,P,0.556,4.437e-07,45,0.0027294579719823408
NC.JCPB.01.EH,2023-01-01T18:34:41.320000,P,0.606,2.13e-06,29,0.0026098304604824578
NC.JCPB.01.EH,2023-01-01T18:35:50.770000,P,0.531,1.431e-05,168,0.010998813612944873
NC.JCPB.01.EH,2023-01-01T18:36:58.650000,P,0.317,1.663e-06,-1,-1.0
NC.JCPB.01.EH,2023-01-01T18:42:35.310000,P,0.456,3.253e-06,163,0.003018285186085358
NC.JCPB.01.EH,2023-01-01T18:46:04.830000,P,0.643,2.689e-06,122,0.008076930799137565
NC.JCPB.01.EH,2023-01-01T18:48:45.750000,P,0.361,2.615e-06,56,0.0033927374615828234
NC.JCPB.01.EH,2023-01-01T18:50:46.350000,P,0.651,4.771e-07,-1,-1.0
NC.JCPB.01.EH,2023-01-01T18:31:14.350000,S,0.483,2.393e-06,90,0.009018168525875924
NC.JCPB.01.EH,2023-01-01T18:35:29.680000,S,0.332,1.626e-06,132,0.004158808641082846
NC.JCPB.01.EH,2023-01-01T18:36:59.510000,S,0.302,1.338e-06,-1,-1.0
NC.JCPB.01.EH,2023-01-01T18:48:41.950000,S,0.88,1.917e-06,54,0.0033927374615828234
