station_id,phase_time,phase_type,phase_score,phase_amplitude,event_index,gamma_score
CE.47508.10.HN,2023-01-01T18:39:33.360000,S,0.764,2.659e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:40:15.080000,P,0.306,1.262e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:40:18.050000,S,0.31,6.906e-06,-1,-1.0
CE.47508.10.HN,2023-01-01T18:43:14.200000,P,0.635,1.307e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:43:14.760000,S,0.395,1.307e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:43:48.950000,P,0.37,9.526e-06,-1,-1.0
CE.47508.10.HN,2023-01-01T18:46:24.250000,P,0.905,1.362e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:46:27.970000,S,0.815,1.362e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:47:57.370000,S,0.371,2.121e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:48:10.950000,P,0.773,1.305e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:49:12.840000,P,0.515,6.02e-06,-1,-1.0
CE.47508.10.HN,2023-01-01T18:51:37.450000,P,0.452,8.869e-06,-1,-1.0
CE.47508.10.HN,2023-01-01T18:52:57.690000,P,0.389,2.16e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:52:58.200000,S,0.41,2.16e-05,-1,-1.0
CE.47508.10.HN,2023-01-01T18:56:59.690000,S,0.332,1.902e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:31:32.440000,S,0.467,2.713e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:34:41.090000,P,0.554,1.799e-05,29,0.002014764341034708
CE.47567.10.HN,2023-01-01T18:36:47.250000,P,0.335,2.065e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:38:07.410000,P,0.58,2.042e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:38:32.630000,P,0.373,1.33e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:39:59.000000,P,0.701,1.446e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:40:00.590000,S,0.519,1.847e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:40:10.530000,P,0.46,2.378e-05,-1,-1.0
CE.47567.10.HN,2023-01-01T18:44:09.730000,S,0.375,1.79e-05,93,0.002934121235887886
CE.47567.10.HN,2023-01-01T18:49:35.610000,P,0.481,2.893e-05,109,0.0004813767861028998
CE.47567.10.HN,2023-01-01T18:52:34.450000,S,0.31,2.776e-05,110,0.002596628417596137
CE.47691.10.HN,2023-01-01T18:49:27.010000,P,0.332,1.989e-05,-1,-1.0
CE.47691.10.HN,2023-01-01T18:56:58.370000,S,0.329,6.635e-05,-1,-1.0
CE.47762.10.HN,2023-01-01T18:36:06.770000,P,0.328,1.035e-05,168,0.014329543551223367
CE.56012.10.HN,2023-01-01T18:32:20.400000,P,0.521,4.815e-06,-1,-1.0
CE.56012.10.HN,2023-01-01T18:39:34.730000,S,0.86,1.609e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:40:30.270000,P,0.551,1.18e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:40:33.560000,S,0.81,1.18e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:40:41.750000,P,0.373,1.573e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:40:42.320000,S,0.909,1.573e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:41:27.970000,P,0.339,2.456e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:41:32.040000,S,0.667,2.456e-05,-1,-1.0
CE.56012.10.HN,2023-01-01T18:41:50.150000,P,0.423,1.919e-05,155,0.00878874541299855
CE.56012.10.HN,2023-01-01T18:41:51.100000,S,0.912,1.919e-05,158,0.0005848985933466586
CE.56012.10.HN,2023-01-01T18:41:57.680000,P,0.456,1.845e-05,156,0.0005848985933466586
CE.56012.10.HN,2023-01-01T18:42:05.490000,S,0.431,1.845e-05,153,0.00878874541299855
CE.56012.10.HN,2023-01-01T18:42:08.530000,S,0.344,1.217e-05,155,0.0005848985933466586
CE.56012.10.HN,2023-01-01T18:42:26.000000,S,0.715,1.18e-05,164,0.00878874541299855
CE.56012.10.HN,2023-01-01T18:43:15.850000,P,0.638,6.663e-06,-1,-1.0
CE.56012.10.HN,2023-01-01T18:43:18.110000,S,0.518,4.206e-06,-1,-1.0
CE.56012.10.HN,2023-01-01T18:46:26.920000,P,0.496,5.925e-06,-1,-1.0
CE.56012.10.HN,2023-01-01T18:56:11.170000,S,0.37,7.172e-06,176,0.0012553520666191444
CE.56080.10.HN,2023-01-01T18:30:49.280000,P,0.896,4.397e-05,-1,-1.0
CE.56080.10.HN,2023-01-01T18:30:52.670000,S,0.822,4.397e-05,-1,-1.0
CE.56080.10.HN,2023-01-01T18:31:22.610000,S,0.55,1.545e-05,-1,-1.0
CE.56080.10.HN,2023-01-01T18:34:01.520000,S,0.471,2.23e-05,-1,-1.0
CE.56080.10.HN,2023-01-01T18:36:30.960000,P,0.364,2.177e-05,-1,-1.0
CE.56080.10.HN,2023-01-01T18:36:47.930000,P,0.541,2.466e-05,-1,-1.0
CE.56678.10.HN,2023-01-01T18:44:25.510000,P,0.812,1.749e-06,-1,-1.0
CE.56678.10.HN,2023-01-01T18:44:27.890000,S,0.548,1.749e-06,-1,-1.0
CE.56678.10.HN,2023-01-01T18:50:38.120000,P,0.688,4.479e-06,-1,-1.0
CE.56678.10.HN,2023-01-01T18:51:52.410000,P,0.752,4.939e-06,-1,-1.0
CE.56678.10.HN,2023-01-01T18:51:53.220000,S,0.805,4.939e-06,-1,-1.0
CE.56678.10.HN,2023-01-01T18:55:43.270000,P,0.478,1.217e-06,-1,-1.0
CE.57191.10.HN,2023-01-01T18:35:01.470000,S,0.362,6.66e-06,30,0.004904227575882721
CE.57191.10.HN,2023-01-01T18:35:58.250000,P,0.529,8.423e-06,168,0.013325604479962684
CE.57191.10.HN,2023-01-01T18:52:30.350000,P,0.968,1.689e-05,110,0.0005806003203147719
CE.57191.10.HN,2023-01-01T18:52:34.480000,S,0.498,4.111e-05,110,0.0014808279995611917
CE.57191.10.HN,2023-01-01T18:52:41.210000,P,0.396,4.7e-05,111,0.002596628417596137
CE.57191.10.HN,2023-01-01T18:52:44.110000,S,0.586,4.7e-05,111,0.0005806003203147719
CE.57191.10.HN,2023-01-01T18:52:56.550000,P,0.711,2.199e-05,-1,-1.0
CE.57191.10.HN,2023-01-01T18:54:05.320000,P,0.317,1.32e-06,191,0.0007686847980087597
CE.57191.10.HN,2023-01-01T18:55:50.210000,S,0.31,3.514e-06,176,0.0057881116853701
CE.57195.10.HN,2023-01-01T18:33:41.510000,P,0.375,8.148e-06,8,0.0045546536013826525
CE.57195.10.HN,2023-01-01T18:33:58.030000,S,0.553,2.039e-05,-1,-1.0
CE.57195.10.HN,2023-01-01T18:36:08.730000,S,0.503,8.046e-06,169,0.006998652685018316
CE.57195.10.HN,2023-01-01T18:41:09.120000,P,0.882,2.162e-05,-1,-1.0
CE.57195.10.HN,2023-01-01T18:45:36.550000,S,0.82,6.799e-06,7,0.0058066265448848
CE.57195.10.HN,2023-01-01T18:53:46.400000,P,0.41,9.117e-06,-1,-1.0
CE.57195.10.HN,2023-01-01T18:53:51.790000,S,0.506,9.117e-06,-1,-1.0
CE.57195.10.HN,2023-01-01T18:58:20.450000,S,0.318,1.561e-05,1,0.002289342559523594
CE.57195.10.HN,2023-01-01T18:58:57.270000,S,0.466,1.248e-05,2,0.002289342559523594
CE.57202.10.HN,2023-01-01T18:35:56.600000,P,0.355,2.786e-06,168,0.012518311582023467
CE.57202.10.HN,2023-01-01T18:51:14.260000,S,0.628,1.728e-06,189,0.005469585560240555
CE.57203.10.HN,2023-01-01T18:33:26.550000,S,0.328,7.702e-06,45,0.004893295253350715
CE.57203.10.HN,2023-01-01T18:34:24.650000,P,0.608,4.493e-06,29,0.0025007715892437343
CE.57203.10.HN,2023-01-01T18:34:26.490000,S,0.52,4.493e-06,29,0.00618665013775401
CE.57203.10.HN,2023-01-01T18:36:01.680000,P,0.326,1.027e-05,168,0.0024975936385758265
CE.57203.10.HN,2023-01-01T18:48:16.770000,P,0.387,3.662e-06,-1,-1.0
CE.57203.10.HN,2023-01-01T18:54:25.750000,S,0.368,3.156e-06,-1,-1.0
CE.57203.10.HN,2023-01-01T18:55:01.030000,P,0.322,4.195e-06,193,0.002849959320315567
CE.57252.10.HN,2023-01-01T18:35:54.410000,P,0.597,9.507e-06,168,0.006067288072427639
CE.57252.10.HN,2023-01-01T18:46:34.760000,P,0.577,2.884e-06,127,0.0023645184544413902
CE.57252.10.HN,2023-01-01T18:57:10.830000,P,0.504,3.18e-06,183,0.0013654871211775774
CE.57254.10.HN,2023-01-01T18:49:39.220000,P,0.824,6.534e-06,-1,-1.0
CE.57254.10.HN,2023-01-01T18:49:41.770000,S,0.335,3.188e-06,108,0.0059855498513434165
CE.57370.10.HN,2023-01-01T18:30:14.250000,P,0.508,1.793e-06,-1,-1.0
CE.57370.10.HN,2023-01-01T18:30:19.990000,S,0.364,4.524e-06,59,0.005217668120112451
CE.57370.10.HN,2023-01-01T18:30:50.400000,P,0.376,2.711e-06,19,0.002164841606619331
CE.57370.10.HN,2023-01-01T18:30:52.840000,S,0.594,2.711e-06,19,0.025611862532961507
CE.57370.10.HN,2023-01-01T18:34:48.360000,P,0.805,1.682e-05,30,0.004842405265084795
CE.57370.10.HN,2023-01-01T18:34:48.790000,S,0.583,1.49e-05,-1,-1.0
CE.57370.10.HN,2023-01-01T18:35:19.310000,P,0.847,2.385e-05,131,0.008972645996849956
CE.57370.10.HN,2023-01-01T18:35:19.860000,S,0.795,2.385e-05,131,0.004158808641082846
CE.57370.10.HN,2023-01-01T18:35:59.290000,P,0.753,8.817e-06,168,2.3778877718920228e-05
CE.57370.10.HN,2023-01-01T18:36:42.250000,P,0.547,1.999e-05,-1,-1.0
CE.57370.10.HN,2023-01-01T18:36:49.890000,S,0.689,1.999e-05,-1,-1.0
CE.57370.10.HN,2023-01-01T18:38:44.410000,P,0.373,4.695e-06,-1,-1.0
CE.57370.10.HN,2023-01-01T18:42:14.090000,P,0.406,4.52e-06,-1,-1.0
CE.57370.10.HN,2023-01-01T18:42:18.200000,S,0.358,3.374e-06,157,0.00878874541299855
CE.57370.10.HN,2023-01-01T18:42:51.790000,P,0.635,3.627e-06,165,0.00878874541299855
CE.57370.10.HN,2023-01-01T18:42:56.270000,S,0.422,3.627e-06,165,0.0005848985933466586
CE.57370.10.HN,2023-01-01T18:43:21.870000,P,0.547,5.358e-06,92,0.002934121235887886
CE.57370.10.HN,2023-01-01T18:43:27.850000,S,0.516,5.358e-06,92,0.0028263296147368736
CE.57370.10.HN,2023-01-01T18:43:49.370000,P,0.52,3.523e-06,94,0.002934121235887886
CE.57370.10.HN,2023-01-01T18:43:54.320000,S,0.369,3.523e-06,93,0.0028263296147368736
CE.57370.10.HN,2023-01-01T18:46:11.240000,P,0.456,2.194e-06,122,0.0018870697238955467
CE.57370.10.HN,2023-01-01T18:46:13.750000,S,0.484,1.698e-06,123,0.000997119516984548
CE.57370.10.HN,2023-01-01T18:49:52.880000,S,0.303,9.373e-06,108,0.009551123984805092
CE.57370.10.HN,2023-01-01T18:50:35.490000,P,0.457,1.968e-06,-1,-1.0
CE.57370.10.HN,2023-01-01T18:53:04.200000,P,0.462,5.122e-06,113,0.0005806003203147719
CE.57370.10.HN,2023-01-01T18:53:05.860000,S,0.771,5.122e-06,113,0.0014808279995611917
CE.57370.10.HN,2023-01-01T18:53:17.290000,S,0.406,4.65e-06,-1,-1.0
CE.57370.10.HN,2023-01-01T18:57:16.690000,S,0.597,8.744e-06,-1,-1.0
CE.57370.10.HN,2023-01-01T18:57:38.070000,P,0.372,9.808e-06,81,0.0016841261720109343
CE.57383.10.HN,2023-01-01T18:30:01.290000,P,0.676,5.015e-06,61,0.005217668120112451
CE.57383.10.HN,2023-01-01T18:36:02.790000,P,0.371,9.561e-06,168,0.007873640190694062
CE.57383.10.HN,2023-01-01T18:44:27.170000,P,0.302,5.98e-06,-1,-1.0
CE.57383.10.HN,2023-01-01T18:46:36.430000,S,0.372,2.752e-06,-1,-1.0
CE.57383.10.HN,2023-01-01T18:55:53.270000,P,0.303,7.711e-06,-1,-1.0
CE.57383.10.HN,2023-01-01T18:55:58.850000,S,0.363,7.711e-06,176,0.0028586458228828885
CE.57383.10.HN,2023-01-01T18:57:42.060000,P,0.458,2.526e-06,81,0.004705898142118715
CE.57383.10.HN,2023-01-01T18:57:44.740000,S,0.456,2.526e-06,79,0.0016841261720109343
CE.57384.10.HN,2023-01-01T18:35:54.610000,P,0.576,2.605e-05,168,0.005806449936840382
CE.57384.10.HN,2023-01-01T18:49:31.310000,S,0.317,1.271e-05,107,0.0059855498513434165
CE.57384.10.HN,2023-01-01T18:54:31.250000,P,0.575,1.163e-05,-1,-1.0
CE.57384.10.HN,2023-01-01T18:54:34.670000,S,0.335,1.02e-05,192,0.0007686847980087597
CE.57384.10.HN,2023-01-01T18:56:46.730000,P,0.552,1.038e-05,181,0.0012553520666191444
CE.57384.10.HN,2023-01-01T18:57:45.720000,P,0.321,1.151e-05,-1,-1.0
CE.57392.10.HN,2023-01-01T18:30:40.690000,P,0.949,4.264e-06,19,0.04150323510895273
CE.57392.10.HN,2023-01-01T18:30:43.270000,S,0.4,1.931e-06,19,0.01621784567351588
CE.57392.10.HN,2023-01-01T18:33:36.560000,P,0.376,3.339e-06,8,0.001754896344809815
CE.57392.10.HN,2023-01-01T18:35:53.970000,P,0.676,9.707e-06,168,0.010489766858433147
CE.57392.10.HN,2023-01-01T18:39:02.510000,P,0.697,5.398e-06,-1,-1.0
CE.57392.10.HN,2023-01-01T18:39:03.750000,S,0.467,5.398e-06,-1,-1.0
CE.57392.10.HN,2023-01-01T18:42:36.610000,P,0.433,1.195e-05,163,0.00878874541299855
CE.57392.10.HN,2023-01-01T18:53:08.600000,P,0.888,5.889e-06,113,0.005442115393530438
CE.57392.10.HN,2023-01-01T18:53:09.640000,S,0.815,4.633e-06,113,0.002759067158319469
CE.57392.10.HN,2023-01-01T18:54:37.000000,P,0.533,8.207e-06,-1,-1.0
CE.57392.10.HN,2023-01-01T18:55:41.170000,S,0.597,1.126e-05,175,0.0013654871211775774
CE.57392.10.HN,2023-01-01T18:55:56.830000,S,0.388,1.171e-05,-1,-1.0
CE.57392.10.HN,2023-01-01T18:56:08.270000,P,0.402,5.588e-06,-1,-1.0
CE.57392.10.HN,2023-01-01T18:58:09.360000,S,0.496,1.183e-05,-1,-1.0
CE.57392.10.HN,2023-01-01T18:59:43.770000,P,0.367,2.226e-05,-1,-1.0
CE.57392.10.HN,2023-01-01T18:59:44.520000,S,0.601,2.226e-05,133,0.0030562681343710694
CE.57534.10.HN,2023-01-01T18:31:44.240000,S,0.356,1.164e-05,66,0.00898021908069426
CE.57534.10.HN,2023-01-01T18:32:00.610000,S,0.302,2.693e-05,-1,-1.0
CE.57534.10.HN,2023-01-01T18:34:36.120000,S,0.46,5.87e-06,29,0.002288627019174712
CE.57534.10.HN,2023-01-01T18:41:04.210000,S,0.315,7.032e-06,-1,-1.0
CE.57534.10.HN,2023-01-01T18:47:23.630000,S,0.428,6.192e-06,-1,-1.0
CE.57534.10.HN,2023-01-01T18:51:41.010000,S,0.55,1.055e-05,190,0.005469585560240555
CE.57534.10.HN,2023-01-01T18:56:52.810000,P,0.79,9.243e-06,182,0.0013654871211775774
CE.57534.10.HN,2023-01-01T18:56:54.150000,S,0.618,9.243e-06,181,0.0057881116853701
CE.57534.10.HN,2023-01-01T18:58:01.160000,P,0.5,5.671e-06,-1,-1.0
CE.57534.10.HN,2023-01-01T18:58:02.920000,S,0.357,5.671e-06,141,0.007586196653319852
CE.58130.10.HN,2023-01-01T18:35:48.210000,P,0.5,5.821e-06,168,7.670224366117293e-05
CE.58130.10.HN,2023-01-01T18:35:53.050000,P,0.35,7.356e-06,-1,-1.0
CE.58211.10.HN,2023-01-01T18:33:40.240000,P,0.313,1.764e-06,9,0.0045546536013826525
CE.58211.10.HN,2023-01-01T18:35:49.520000,P,0.561,7.367e-06,168,0.006090862115488463
CE.58219.10.HN,2023-01-01T18:31:09.980000,S,0.705,1.444e-06,90,0.02001450874740464
CE.58219.10.HN,2023-01-01T18:35:51.750000,P,0.53,1.298e-05,168,0.005873553440349724
CE.58219.10.HN,2023-01-01T18:40:03.250000,S,0.589,2.278e-06,76,0.004175717284488866
CE.58219.10.HN,2023-01-01T18:41:26.670000,S,0.782,3.291e-06,153,0.0005848985933466586
CE.58219.10.HN,2023-01-01T18:41:32.110000,P,0.489,7.17e-06,154,0.00878874541299855
CE.58219.10.HN,2023-01-01T18:41:32.740000,S,0.843,7.17e-06,154,0.0005848985933466586
CE.58219.10.HN,2023-01-01T18:41:49.350000,S,0.395,4.317e-06,155,0.0006312631153230268
CE.58219.10.HN,2023-01-01T18:42:09.550000,P,0.933,5.572e-06,158,0.0006312631153230268
CE.58219.10.HN,2023-01-01T18:42:11.050000,S,0.871,5.572e-06,-1,-1.0
CE.58219.10.HN,2023-01-01T18:42:23.210000,S,0.6,3.415e-06,158,0.003018285186085358
CE.58219.10.HN,2023-01-01T18:42:35.580000,S,0.858,7.466e-06,162,0.00878874541299855
CE.58463.10.HN,2023-01-01T18:33:10.120000,P,0.413,1.619e-05,-1,-1.0
CE.58463.10.HN,2023-01-01T18:35:22.920000,P,0.372,1.362e-05,131,0.008465653990591097
CE.58463.10.HN,2023-01-01T18:35:46.120000,P,0.424,1.685e-05,168,0.011516183189416615
CE.58463.10.HN,2023-01-01T18:35:50.050000,S,0.394,1.685e-05,169,0.013011120047732081
CE.58463.10.HN,2023-01-01T18:40:04.100000,P,0.846,1.324e-05,76,0.002897305443460096
CE.58463.10.HN,2023-01-01T18:40:05.860000,S,0.746,1.324e-05,76,0.011412518269180742
CE.58463.10.HN,2023-01-01T18:42:30.640000,P,0.903,1.089e-05,163,0.0005848985933466586
CE.58463.10.HN,2023-01-01T18:42:32.340000,S,0.589,1.089e-05,158,0.0005237984895285989
CE.58463.10.HN,2023-01-01T18:44:02.440000,P,0.618,1.347e-05,-1,-1.0
CE.58463.10.HN,2023-01-01T18:44:03.880000,S,0.678,1.347e-05,-1,-1.0
CE.58463.10.HN,2023-01-01T18:47:08.320000,P,0.842,1.404e-05,-1,-1.0
CE.58463.10.HN,2023-01-01T18:47:10.730000,S,0.636,1.404e-05,-1,-1.0
CE.58463.10.HN,2023-01-01T18:48:22.480000,S,0.431,1.749e-05,52,0.0017220618334171111
CE.58463.10.HN,2023-01-01T18:49:03.830000,P,0.482,8.977e-06,57,0.007016724777809284
CE.58463.10.HN,2023-01-01T18:49:05.470000,S,0.471,8.977e-06,57,0.0017220618334171111
CE.58463.10.HN,2023-01-01T18:50:23.650000,P,0.338,1.457e-05,184,0.002707679444738261
CE.58463.10.HN,2023-01-01T18:50:24.840000,S,0.598,1.457e-05,185,0.002707679444738261
CE.58463.10.HN,2023-01-01T18:51:05.550000,S,0.508,1.284e-05,188,0.00235874388968074
CE.58463.10.HN,2023-01-01T18:51:23.920000,P,0.568,7.415e-06,190,0.0037245406517081338
CE.58463.10.HN,2023-01-01T18:51:51.190000,S,0.318,1.255e-05,190,0.0039446705742001145
CE.58463.10.HN,2023-01-01T18:53:16.610000,P,0.364,1.158e-05,114,0.002596628417596137
CE.58463.10.HN,2023-01-01T18:53:26.920000,P,0.4,8.039e-06,-1,-1.0
CE.58463.10.HN,2023-01-01T18:54:10.520000,S,0.495,3.18e-05,191,0.005352827582004851
CE.58463.10.HN,2023-01-01T18:54:56.000000,P,0.351,1.396e-05,193,0.0015883140825942177
CE.58463.10.HN,2023-01-01T18:56:46.180000,P,0.49,1.127e-05,182,0.0012553520666191444
CE.58463.10.HN,2023-01-01T18:56:47.980000,S,0.382,5.659e-06,179,0.0057881116853701
CE.58463.10.HN,2023-01-01T18:57:00.250000,P,0.618,1.731e-05,183,0.0012553520666191444
CE.58463.10.HN,2023-01-01T18:57:28.960000,P,0.36,7.972e-06,80,0.0016841261720109343
CE.58463.10.HN,2023-01-01T18:59:28.190000,P,0.341,6.656e-06,133,0.0005156520277663443
CE.58557.10.HN,2023-01-01T18:35:52.010000,P,0.615,1.602e-05,168,0.01494659382585127
CE.58557.10.HN,2023-01-01T18:42:09.490000,P,0.521,1.047e-05,158,0.00571384645690606
CE.58667.10.HN,2023-01-01T18:53:18.040000,P,0.315,1.719e-05,114,0.0005806003203147719
CE.58692.10.HN,2023-01-01T18:30:21.160000,P,0.551,9.65e-06,60,0.0022936240749925987
CE.58692.10.HN,2023-01-01T18:30:58.730000,S,0.521,2.581e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:31:53.470000,P,0.544,2.173e-05,16,0.0005536652274768977
CE.58692.10.HN,2023-01-01T18:33:06.480000,S,0.692,1.881e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:33:20.690000,S,0.407,1.019e-05,45,0.001893089837274436
CE.58692.10.HN,2023-01-01T18:34:29.890000,P,0.576,3.824e-05,29,0.005369760443588951
CE.58692.10.HN,2023-01-01T18:34:41.870000,S,0.302,2.51e-05,29,0.001619507569227272
CE.58692.10.HN,2023-01-01T18:35:21.890000,S,0.428,1.776e-05,131,0.0034905306751172416
CE.58692.10.HN,2023-01-01T18:35:41.610000,S,0.304,8.262e-06,-1,-1.0
CE.58692.10.HN,2023-01-01T18:37:55.760000,S,0.48,2.051e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:38:39.830000,S,0.353,1.214e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:39:13.710000,S,0.372,1.318e-05,137,0.007135047014865122
CE.58692.10.HN,2023-01-01T18:39:25.530000,P,0.42,2.21e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:39:27.090000,S,0.618,2.21e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:40:05.930000,S,0.338,2.195e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:41:29.090000,P,0.302,1.577e-05,155,0.003018285186085358
CE.58692.10.HN,2023-01-01T18:41:32.170000,S,0.399,1.577e-05,155,0.0005237984895285989
CE.58692.10.HN,2023-01-01T18:41:45.170000,S,0.343,1.277e-05,153,0.0006312631153230268
CE.58692.10.HN,2023-01-01T18:42:59.800000,P,0.696,2.131e-05,165,0.0006312631153230268
CE.58692.10.HN,2023-01-01T18:43:01.170000,S,0.795,2.131e-05,163,0.0006312631153230268
CE.58692.10.HN,2023-01-01T18:43:29.770000,S,0.356,3.217e-05,92,0.0038649328593698606
CE.58692.10.HN,2023-01-01T18:44:31.010000,S,0.461,1.321e-05,26,0.001060115893041671
CE.58692.10.HN,2023-01-01T18:44:59.210000,S,0.559,2.891e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:45:40.170000,S,0.644,9.742e-06,-1,-1.0
CE.58692.10.HN,2023-01-01T18:46:52.140000,S,0.665,1.468e-05,127,0.003985328691777767
CE.58692.10.HN,2023-01-01T18:47:32.290000,P,0.589,3.192e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:47:34.090000,S,0.76,3.192e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:47:45.850000,P,0.366,2.7e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:47:47.210000,S,0.555,2.7e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:48:13.650000,S,0.456,2.366e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:48:38.650000,P,0.718,1.343e-05,54,0.007016724777809284
CE.58692.10.HN,2023-01-01T18:49:28.770000,P,0.334,2.394e-05,107,0.009551123984805092
CE.58692.10.HN,2023-01-01T18:50:57.170000,P,0.631,1.803e-05,186,0.002707679444738261
CE.58692.10.HN,2023-01-01T18:50:59.850000,S,0.7,1.803e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:52:05.550000,P,0.463,2.626e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:52:06.850000,S,0.575,2.626e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:54:06.210000,S,0.393,1.489e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:54:19.670000,P,0.409,1.901e-05,191,0.002849959320315567
CE.58692.10.HN,2023-01-01T18:54:22.350000,S,0.357,1.901e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:54:39.130000,S,0.675,1.958e-05,191,0.0015883140825942177
CE.58692.10.HN,2023-01-01T18:55:02.760000,P,0.633,1.941e-05,193,0.001906053823638898
CE.58692.10.HN,2023-01-01T18:55:24.840000,P,0.589,8.456e-06,-1,-1.0
CE.58692.10.HN,2023-01-01T18:55:37.250000,S,0.337,1.236e-05,175,0.0012553520666191444
CE.58692.10.HN,2023-01-01T18:56:05.610000,S,0.577,3.156e-05,176,5.427027553583562e-05
CE.58692.10.HN,2023-01-01T18:56:17.650000,P,0.608,2.295e-05,178,0.0013654871211775774
CE.58692.10.HN,2023-01-01T18:56:20.420000,S,0.403,2.295e-05,178,0.0012553520666191444
CE.58692.10.HN,2023-01-01T18:57:18.290000,S,0.72,1.878e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:57:31.090000,S,0.536,1.146e-05,79,0.004705898142118715
CE.58692.10.HN,2023-01-01T18:58:12.110000,S,0.312,1.023e-05,-1,-1.0
CE.58692.10.HN,2023-01-01T18:59:23.010000,S,0.431,1.16e-05,134,0.0030562681343710694
CE.58692.10.HN,2023-01-01T18:59:35.810000,P,0.446,1.081e-05,133,0.0032328926558237263
CE.58692.10.HN,2023-01-01T18:59:38.720000,S,0.521,1.081e-05,133,0.0019235405932512717
CE.65097.10.HN,2023-01-01T18:33:48.990000,P,0.346,2.378e-05,-1,-1.0
CE.65097.10.HN,2023-01-01T18:33:53.060000,S,0.852,2.378e-05,-1,-1.0
CE.65097.10.HN,2023-01-01T18:34:52.610000,S,0.727,1.788e-05,-1,-1.0
CE.65097.10.HN,2023-01-01T18:44:03.470000,P,0.592,6.526e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:44:08.590000,S,0.346,6.275e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:47:23.730000,S,0.32,6.925e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:47:38.140000,S,0.626,4.934e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:47:47.350000,S,0.306,4.001e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:48:28.450000,P,0.384,4.472e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:48:52.910000,S,0.366,3.973e-06,-1,-1.0
CE.65097.10.HN,2023-01-01T18:57:50.310000,P,0.704,4.126e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:32:21.190000,P,0.523,1.539e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:33:11.530000,S,0.481,1.305e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:33:13.450000,S,0.35,1.717e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:35:25.050000,P,0.409,2.278e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:35:30.830000,S,0.352,2.278e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:46:28.450000,P,0.833,3.668e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:54:14.120000,P,0.356,3.341e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:58:58.670000,P,0.316,2.573e-06,-1,-1.0
CE.65398.10.HN,2023-01-01T18:59:27.420000,P,0.636,2.105e-06,-1,-1.0
CE.65654.10.HN,2023-01-01T18:30:36.230000,P,0.551,3.631e-05,-1,-1.0
