index,network,station,location,instrument,component,sensitivity,latitude,longitude,elevation_m,depth_km,x_km,y_km,z_km,provider
NC.ARJ..EH,NC,ARJ,,EH,Z,"[383840019.353795, 383118419.53745]",38.686256,-120.957603,437.0,-0.437,-126.835,132.672,-0.437,NC
NC.ARR..EH,NC,ARR,,EH,Z,"[-767680038.707589, -383840019.353795, -383118419.53745, 383118419.53745]",38.764992,-121.172455,100.0,-0.1,-145.373,141.729,-0.1,NC
NC.ARW..EH,NC,ARW,,EH,Z,[383840019.353795],38.956333,-121.16217,320.0,-0.32,-144.098,162.956,-0.32,NC
NC.ASM..EH,NC,ASM,,EH,Z,"[99659800.0, 99659800.0, 99659800.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0]",38.823795,-120.684998,1160.0,-1.16,-102.919,147.605,-1.16,NC
NC.ASMB..EH,NC,ASMB,,EH,Z,"[199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0]",38.82365,-120.68499,1182.0,-1.182,-102.919,147.589,-1.182,NC
NC.AVR..EH,NC,AVR,,EH,Z,"[767680038.707589, 766236839.0749]",39.024307,-121.271881,95.0,-0.095,-153.464,170.68,-0.095,NC
NC.BAP..EH,NC,BAP,,EH,Z,"[199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, -199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0]",36.18042,-121.644402,1193.0,-1.193,-192.93,-144.281,-1.193,NC
NC.BAPB.01.EH,NC,BAPB,01,EH,Z,[395665000.0],36.18086,-121.64144,1229.0,-1.229,-192.662,-144.238,-1.229,NC
NC.BAPB.01.HN,NC,BAPB,01,HN,ENZ,"[202863.0, 202863.0, 202863.0]",36.18086,-121.64144,1229.0,-1.229,-192.662,-144.238,-1.229,NC
NC.BAPB.20.HN,NC,BAPB,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.18086,-121.64144,1229.0,-1.229,-192.662,-144.238,-1.229,NC
NC.BAV..EH,NC,BAV,,EH,Z,"[767680038.707589, 766236839.0749, 383118419.53745, 191559209.768725, 383118419.53745]",36.645954,-121.030151,572.0,-0.572,-136.837,-93.681,-0.572,NC
NC.BBG..EH,NC,BBG,,EH,Z,"[486618.0, 486618.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, -199319000.0, 199319000.0]",36.577965,-121.039177,1065.0,-1.065,-137.766,-101.213,-1.065,NC
NC.BBGB..HH,NC,BBGB,,HH,ENZ,"[943718000.0, 629145000.0, 943718000.0, 629145000.0, 943718000.0, 629145000.0]",36.578484,-121.039566,1089.0,-1.089,-137.8,-101.155,-1.089,NC
NC.BBGB..HN,NC,BBGB,,HN,ENZ,"[153511.0, 213867.0, 153511.0, 213867.0, 153511.0, 213867.0]",36.578484,-121.039566,1089.0,-1.089,-137.8,-101.155,-1.089,NC
NC.BBN.01.EH,NC,BBN,01,EH,Z,[767680038.707589],36.509998,-121.0755,412.0,-0.412,-141.142,-108.703,-0.412,NC
NC.BBN.02.EH,NC,BBN,02,EH,Z,"[767680038.707589, 766236839.0749, 383118419.53745]",36.509998,-121.0755,412.0,-0.412,-141.142,-108.703,-0.412,NC
NC.BBN.03.EH,NC,BBN,03,EH,Z,[766236839.0749],36.509533,-121.077087,412.0,-0.412,-141.285,-108.752,-0.412,NC
NC.BCC.01.EH,NC,BCC,01,EH,Z,[335544000.0],36.5413,-121.74248,244.0,-0.244,-200.811,-104.031,-0.244,NC
NC.BCC.01.HN,NC,BCC,01,HN,ENZ,"[212952.0, 213294.0, 213636.0]",36.5413,-121.74248,244.0,-0.244,-200.811,-104.031,-0.244,NC
NC.BCG..EH,NC,BCG,,EH,Z,"[191920009.676897, 383840019.353795, 191920009.676897, 191559209.768725]",36.709618,-121.342842,250.0,-0.25,-164.663,-86.12,-0.25,NC
NC.BCGB.01.EH,NC,BCGB,01,EH,Z,[395665000.0],36.70746,-121.34651,426.0,-0.426,-164.995,-86.353,-0.426,NC
NC.BCGB.01.HN,NC,BCGB,01,HN,ENZ,"[202863.0, 202863.0, 202863.0]",36.70746,-121.34651,426.0,-0.426,-164.995,-86.353,-0.426,NC
NC.BCGB.20.HN,NC,BCGB,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.70746,-121.34651,426.0,-0.426,-164.995,-86.353,-0.426,NC
NC.BCW..EH,NC,BCW,,EH,Z,"[199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0]",36.306477,-121.566879,1505.0,-1.505,-185.652,-130.446,-1.505,NC
NC.BCWB.01.EH,NC,BCWB,01,EH,Z,[395665000.0],36.305137,-121.565843,1507.0,-1.507,-185.562,-130.597,-1.507,NC
NC.BCWB.01.HN,NC,BCWB,01,HN,ENZ,"[202863.0, 202863.0, 202863.0]",36.305137,-121.565843,1507.0,-1.507,-185.562,-130.597,-1.507,NC
NC.BCWB.20.HN,NC,BCWB,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.305137,-121.565843,1507.0,-1.507,-185.562,-130.597,-1.507,NC
NC.BEH..EH,NC,BEH,,EH,Z,"[191920009.676897, 191559209.768725]",36.664803,-121.175385,334.0,-0.334,-149.788,-91.371,-0.334,NC
NC.BEM..EH,NC,BEM,,EH,Z,"[383840019.353795, 383118419.53745]",36.661072,-121.096786,464.0,-0.464,-142.768,-91.906,-0.464,NC
NC.BHR..EH,NC,BHR,,EH,Z,"[383840019.353795, 191920009.676897, 191559209.768725]",36.72747,-121.266541,175.0,-0.175,-157.808,-84.268,-0.175,NC
NC.BHS..EH,NC,BHS,,EH,Z,[191920009.676897],36.355835,-121.539833,646.0,-0.646,-183.106,-125.021,-0.646,NC
NC.BHW.01.EH,NC,BHW,01,EH,Z,"[395665000.0, 395665000.0]",36.38445,-121.3781,206.0,-0.206,-168.525,-122.144,-0.206,NC
NC.BHW.01.HN,NC,BHW,01,HN,ENZ,"[202863.0, 202863.0, 202863.0, 202863.0, 202863.0, 202863.0]",36.38445,-121.3781,206.0,-0.206,-168.525,-122.144,-0.206,NC
NC.BHW.20.HN,NC,BHW,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.38445,-121.3781,206.0,-0.206,-168.525,-122.144,-0.206,NC
NC.BJC.01.EH,NC,BJC,01,EH,Z,"[767680038.707589, 766236839.0749]",36.547001,-121.392166,173.0,-0.173,-169.429,-104.08,-0.173,NC
NC.BJC.02.EH,NC,BJC,02,EH,Z,[766236839.0749],36.547153,-121.393867,173.0,-0.173,-169.581,-104.06,-0.173,NC
NC.BJF.01.EH,NC,BJF,01,EH,Z,"[395665000.0, 395665000.0]",36.29283,-121.40327,722.0,-0.722,-170.987,-132.266,-0.722,NC
NC.BJF.01.HN,NC,BJF,01,HN,ENZ,"[202863.0, 202863.0, 202863.0, 202863.0, 202863.0, 202863.0]",36.29283,-121.40327,722.0,-0.722,-170.987,-132.266,-0.722,NC
NC.BJF.20.HN,NC,BJF,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.29283,-121.40327,722.0,-0.722,-170.987,-132.266,-0.722,NC
NC.BJO..EH,NC,BJO,,EH,Z,"[383840019.353795, 383118419.53745, 191559209.768725, 383118419.53745]",36.610981,-121.314194,1021.0,-1.021,-162.312,-97.115,-1.021,NC
NC.BJOB..EH,NC,BJOB,,EH,ENZ,"[62914500.0, 62914500.0, 62914500.0, 62914500.0, 335544000.0, 62914500.0, 62914500.0, 62914500.0, 62914500.0, 335544000.0, 70464200.0, 70464200.0, 70464200.0, 70464200.0, 70464200.0, 70464200.0, 375809000.0]",36.610867,-121.314667,1052.0,-1.052,-162.354,-97.127,-1.052,NC
NC.BJOB..HN,NC,BJOB,,HN,ENZ,"[153511.0, 153511.0, 153511.0, 153511.0, 153511.0, 160432.0, 213867.0, 153511.0, 153511.0, 153511.0, 153511.0, 153511.0, 160432.0, 213867.0, 153511.0, 153511.0, 153511.0, 153511.0, 153511.0, 160432.0, 213867.0]",36.610867,-121.314667,1052.0,-1.052,-162.354,-97.127,-1.052,NC
NC.BKC.01.EH,NC,BKC,01,EH,Z,"[395665000.0, 395665000.0]",36.5802,-121.62623,125.0,-0.125,-190.305,-99.953,-0.125,NC
NC.BKC.01.HN,NC,BKC,01,HN,ENZ,"[202863.0, 202863.0, 202863.0, 202863.0, 202863.0, 202863.0]",36.5802,-121.62623,125.0,-0.125,-190.305,-99.953,-0.125,NC
NC.BKC.20.HN,NC,BKC,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.5802,-121.62623,125.0,-0.125,-190.305,-99.953,-0.125,NC
NC.BLR.01.EH,NC,BLR,01,EH,Z,[383840019.353795],36.667,-121.273315,189.0,-0.189,-158.539,-90.968,-0.189,NC
NC.BLR.02.EH,NC,BLR,02,EH,Z,"[383840019.353795, 383118419.53745, 766236839.0749, 191559209.768725, 383118419.53745]",36.666451,-121.273323,189.0,-0.189,-158.54,-91.029,-0.189,NC
NC.BMS..EH,NC,BMS,,EH,Z,"[191920009.676897, 383840019.353795, 191920009.676897, 383840019.353795, 383118419.53745]",36.663078,-120.792923,780.0,-0.78,-115.597,-92.096,-0.78,NC
NC.BPC..EH,NC,BPC,,EH,NZ,"[383118419.53745, 383840019.353795, 383118419.53745]",36.573399,-121.626862,173.0,-0.173,-190.378,-100.706,-0.173,NC
NC.BPE.01.HN,NC,BPE,01,HN,ENZ,"[213742.0, 213742.0, 213742.0]",36.405915,-121.491651,1354.3,-1.3543,-178.665,-119.555,-1.354,NC
NC.BPE.20.HN,NC,BPE,20,HN,ENZ,"[213742.0, 213742.0, 213742.0]",36.405915,-121.491651,1354.3,-1.3543,-178.665,-119.555,-1.354,NC
NC.BPF..EH,NC,BPF,,EH,Z,"[191920009.676897, 191559209.768725, 383118419.53745]",36.230331,-121.772003,349.0,-0.349,-204.278,-138.477,-0.349,NC
NC.BPI..EH,NC,BPI,,EH,Z,"[767680038.707589, 766236839.0749, -766236839.0749]",36.490063,-121.169579,301.0,-0.301,-149.609,-110.771,-0.301,NC
NC.BPL.01.EH,NC,BPL,01,EH,Z,[395665000.0],36.46538,-121.86833,710.0,-0.71,-212.29,-112.183,-0.71,NC
NC.BPL.01.HN,NC,BPL,01,HN,ENZ,"[202863.0, 202863.0, 202863.0]",36.46538,-121.86833,710.0,-0.71,-212.29,-112.183,-0.71,NC
NC.BPL.20.HN,NC,BPL,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.46538,-121.86833,710.0,-0.71,-212.29,-112.183,-0.71,NC
NC.BPO..EH,NC,BPO,,EH,Z,"[398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0]",36.228378,-121.7677,330.0,-0.33,-203.896,-138.703,-0.33,NC
NC.BPOB.01.EH,NC,BPOB,01,EH,Z,[335544000.0],36.22789,-121.76717,340.0,-0.34,-203.85,-138.758,-0.34,NC
NC.BPOB.01.HN,NC,BPOB,01,HN,ENZ,"[213721.0, 213807.0, 213679.0]",36.22789,-121.76717,340.0,-0.34,-203.85,-138.758,-0.34,NC
NC.BPP..EH,NC,BPP,,EH,Z,[383840019.353795],36.168667,-121.377998,1591.0,-1.591,-168.987,-146.09,-1.591,NC
NC.BPR..EH,NC,BPR,,EH,Z,"[199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0, 398637000.0]",36.407131,-121.73056,711.0,-0.711,-200.093,-118.945,-0.711,NC
NC.BPRB.01.EH,NC,BPRB,01,EH,Z,[335570000.0],36.407211,-121.730667,738.0,-0.738,-200.102,-118.936,-0.738,NC
NC.BPRB.01.HN,NC,BPRB,01,HN,ENZ,"[214244.0, 214244.0, 214244.0]",36.407211,-121.730667,738.0,-0.738,-200.102,-118.936,-0.738,NC
NC.BPS.01.HN,NC,BPS,01,HN,ENZ,"[214021.0, 214055.0, 214089.0]",36.30537,-121.8991,102.0,-0.102,-215.496,-129.87,-0.102,NC
NC.BPS.20.HN,NC,BPS,20,HN,ENZ,"[214021.0, 214055.0, 214089.0]",36.30537,-121.8991,102.0,-0.102,-215.496,-129.87,-0.102,NC
NC.BPV.01.EH,NC,BPV,01,EH,Z,[335544000.0],36.70522,-121.25906,381.0,-0.381,-157.186,-86.75,-0.381,NC
NC.BPV.01.HN,NC,BPV,01,HN,ENZ,"[213636.0, 213165.0, 213379.0]",36.70522,-121.25906,381.0,-0.381,-157.186,-86.75,-0.381,NC
NC.BRM..EH,NC,BRM,,EH,Z,"[191920009.676897, 191559209.768725]",36.845051,-120.824654,343.0,-0.343,-118.152,-71.862,-0.343,NC
NC.BRV.01.EH,NC,BRV,01,EH,Z,"[191920009.676897, 191559209.768725]",36.424683,-121.018967,525.0,-0.525,-136.229,-118.253,-0.525,NC
NC.BRV.02.EH,NC,BRV,02,EH,Z,[191559209.768725],36.42469,-121.019112,525.0,-0.525,-136.242,-118.252,-0.525,NC
NC.BSC..EH,NC,BSC,,EH,Z,"[-383840019.353795, -383118419.53745, -95779998.5385425, -383118419.53745]",36.641666,-121.259834,323.0,-0.323,-157.385,-93.802,-0.323,NC
NC.BSG..EH,NC,BSG,,EH,ENZ,"[191559209.768725, 191559209.768725, 191920009.676897, 191559209.768725, -191559209.768725, 191559209.768725]",36.413845,-121.25515,161.0,-0.161,-157.433,-119.092,-0.161,NC
NC.BSG.01.EH,NC,BSG,01,EH,Z,[335514632.931231],36.413811,-121.25518,160.0,-0.16,-157.436,-119.095,-0.16,NC
NC.BSG.01.HN,NC,BSG,01,HN,ENZ,"[213874.006228437, 213874.006228437, 213874.006228437]",36.413811,-121.25518,160.0,-0.16,-157.436,-119.095,-0.16,NC
NC.BSL..EH,NC,BSL,,EH,Z,"[383840019.353795, 95960399.2340725, 95779998.5385425]",36.776535,-121.35009,142.0,-0.142,-165.166,-78.681,-0.142,NC
NC.BSM.01.EH,NC,BSM,01,EH,Z,"[199319000.0, 199319000.0, 199319000.0]",36.383835,-121.42717,884.0,-0.884,-172.93,-122.124,-0.884,NC
NC.BSM.02.EH,NC,BSM,02,EH,Z,"[199319000.0, 199319000.0, 199319000.0, 398637000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0, 199319000.0]",36.383732,-121.429222,884.0,-0.884,-173.114,-122.132,-0.884,NC
NC.BSR..EH,NC,BSR,,EH,ENZ,"[383118419.53745, 383118419.53745, 383840019.353795, 383118419.53745, 95779998.5385425, 383118419.53745, 335514632.931231]",36.667431,-121.520325,375.0,-0.375,-180.621,-90.479,-0.375,NC
NC.BSR..HN,NC,BSR,,HN,ENZ,"[213874.006228437, 213874.006228437, 213874.006228437]",36.667431,-121.520325,375.0,-0.375,-180.621,-90.479,-0.375,NC
NC.BTI.01.EH,NC,BTI,01,EH,Z,[395665000.0],36.10021,-121.43922,544.0,-0.544,-174.65,-153.577,-0.544,NC
NC.BTI.01.HN,NC,BTI,01,HN,ENZ,"[202863.0, 202863.0, 202863.0]",36.10021,-121.43922,544.0,-0.544,-174.65,-153.577,-0.544,NC
NC.BTI.20.HN,NC,BTI,20,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.10021,-121.43922,544.0,-0.544,-174.65,-153.577,-0.544,NC
NC.BTV.01.EH,NC,BTV,01,EH,Z,[400000000.0],36.455281,-121.057975,596.0,-0.596,-139.672,-114.801,-0.596,NC
NC.BTV.01.HN,NC,BTV,01,HN,ENZ,"[204000.0, 204000.0, 204000.0]",36.455281,-121.057975,596.0,-0.596,-139.672,-114.801,-0.596,NC
NC.BVL..EH,NC,BVL,,EH,Z,"[767680038.707589, 766236839.0749]",36.574894,-121.190086,479.0,-0.479,-151.28,-101.325,-0.479,NC
NC.BVLB.01.EH,NC,BVLB,01,EH,Z,[335570000.0],36.571701,-121.185402,444.0,-0.444,-150.867,-101.687,-0.444,NC
NC.BVY..EH,NC,BVY,,EH,Z,"[767680038.707589, 766236839.0749]",36.746239,-121.415764,647.0,-0.647,-171.096,-81.927,-0.647,NC
NC.C001.01.HN,NC,C001,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.5215,-121.933762,96.0,-0.096,-215.141,5.169,-0.096,NC
NC.C002.01.HN,NC,C002,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.558453,-122.034508,7.0,-0.007,-223.936,9.505,-0.007,NC
NC.C003.01.HN,NC,C003,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.707207,-122.083969,74.0,-0.074,-227.852,26.133,-0.074,NC
NC.C004.01.HN,NC,C004,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.844063,-122.217949,189.0,-0.189,-239.226,41.656,-0.189,NC
NC.C005.01.HN,NC,C005,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.810753,-122.236076,187.0,-0.187,-240.929,38.006,-0.187,NC
NC.C006.01.HN,NC,C006,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.591782,-122.058243,6.0,-0.006,-225.933,13.261,-0.006,NC
NC.C007.01.HN,NC,C007,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.895573,-122.262802,255.0,-0.255,-243.005,47.489,-0.255,NC
NC.C008.01.HN,NC,C008,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.895649,-122.293594,4.0,-0.004,-245.713,47.577,-0.004,NC
NC.C009.01.HN,NC,C009,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.804863,-122.184097,263.0,-0.263,-236.371,37.22,-0.263,NC
NC.C010.01.HN,NC,C010,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.944004,-122.009933,51.0,-0.051,-220.62,52.238,-0.051,NC
NC.C011.01.HN,NC,C011,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.906418,-122.292381,30.0,-0.03,-245.57,48.769,-0.03,NC
NC.C012.01.HN,NC,C012,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.926361,-122.312477,36.0,-0.036,-247.271,51.036,-0.036,NC
NC.C013.01.HN,NC,C013,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.82383,-122.188614,403.0,-0.403,-236.708,39.336,-0.403,NC
NC.C014.01.HN,NC,C014,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.682693,-122.059998,68.0,-0.068,-225.813,23.355,-0.068,NC
NC.C015.01.HN,NC,C015,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.559444,-121.993729,23.0,-0.023,-220.33,9.519,-0.023,NC
NC.C016.01.HN,NC,C016,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.396355,-121.867027,33.0,-0.033,-209.591,-8.87,-0.033,NC
NC.C017.01.HN,NC,C017,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.506489,-121.926201,34.0,-0.034,-214.516,3.486,-0.034,NC
NC.C018.01.HN,NC,C018,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.979298,-122.117378,90.0,-0.09,-229.955,56.414,-0.09,NC
NC.C019.01.HN,NC,C019,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.98365,-122.013863,31.0,-0.031,-220.847,56.647,-0.031,NC
NC.C020.01.HN,NC,C020,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.800846,-122.20752,74.0,-0.074,-238.446,36.833,-0.074,NC
NC.C021.01.HN,NC,C021,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.695004,-122.063759,68.0,-0.068,-226.107,24.73,-0.068,NC
NC.C022.01.HN,NC,C022,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.536137,-121.974953,10.0,-0.01,-218.74,6.888,-0.01,NC
NC.C023.01.HN,NC,C023,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.510437,-121.954002,1.0,-0.001,-216.962,3.988,-0.001,NC
NC.C024.01.HN,NC,C024,01,HN,ENZ,"[256616.0, 256616.0, 256616.0, 256616.0, 256616.0, 256616.0]",37.94334,-122.335838,25.0,-0.025,-249.268,52.982,-0.025,NC
NC.C025.01.HN,NC,C025,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.643719,-121.900459,97.0,-0.097,-211.851,18.658,-0.097,NC
NC.C026.01.HN,NC,C026,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.870518,-122.051353,89.0,-0.089,-224.483,44.18,-0.089,NC
NC.C027.01.HN,NC,C027,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.79351,-121.979668,135.0,-0.135,-218.402,35.464,-0.135,NC
NC.C028.01.HN,NC,C028,01,HN,ENZ,"[256616.0, 256616.0, 256616.0]",37.850948,-122.24588,104.0,-0.104,-241.662,42.492,-0.104,NC
