station_id,check_id,longitude,latitude,elevation_m,center
NP.LVA3.00.HNE,NPLVA3,-121.763138,38.032779,1.2,SCEDC
NP.LVA3.00.HNN,NPLVA3,-121.763138,38.032779,1.2,SCEDC
NP.LVA3.00.HNZ,NPLVA3,-121.763138,38.032779,1.2,SCEDC
NP.LVB1.00.HNE,NPLVB1,-121.56539,37.90989,3.5,SCEDC
NP.LVB1.00.HNN,NPLVB1,-121.56539,37.90989,3.5,SCEDC
NP.LVB1.00.HNZ,NPLVB1,-121.56539,37.90989,3.5,SCEDC
NP.LVB2.00.HNE,NPLVB2,-121.5656,37.90982,3.7,SCEDC
NP.LVB2.00.HNN,NPLVB2,-121.5656,37.90982,3.7,SCEDC
NP.LVB2.00.HNZ,NPLVB2,-121.5656,37.90982,3.7,SCEDC
NP.LVB3.00.HNE,NPLVB3,-121.56485,37.91019,3.4,SCEDC
NP.LVB3.00.HNN,NPLVB3,-121.56485,37.91019,3.4,SCEDC
NP.LVB3.00.HNZ,NPLVB3,-121.56485,37.91019,3.4,SCEDC
NP.LVB4.00.HNE,NPLVB4,-121.56558,37.90968,3.2,SCEDC
NP.LVB4.00.HNN,NPLVB4,-121.56558,37.90968,3.2,SCEDC
NP.LVB4.00.HNZ,NPLVB4,-121.56558,37.90968,3.2,SCEDC
NP.SFBCS.00.HNZ,NPSFBCS,-122.40657,37.77729,4,SCEDC
NP.TWIT2.00.HNE,NPTWIT2,-121.677278,38.095333,0,SCEDC
NP.TWIT2.00.HNN,NPTWIT2,-121.677278,38.095333,0,SCEDC
NP.TWIT2.00.HNZ,NPTWIT2,-121.677278,38.095333,0,SCEDC
SB.BVDA.00.HNE,SBBVDA,-116.367142,33.326729,232,SCEDC
SB.BVDA.00.HNN,SBBVDA,-116.367142,33.326729,232,SCEDC
SB.BVDA.00.HNZ,SBBVDA,-116.367142,33.326729,232,SCEDC
SB.CPSLO.00.HNE,SBCPSLO,-120.66716,35.302109,88.1,SCEDC
SB.CPSLO.00.HNN,SBCPSLO,-120.66716,35.302109,88.1,SCEDC
SB.CPSLO.00.HNZ,SBCPSLO,-120.66716,35.302109,88.1,SCEDC
SB.GVDA.00.HNE,SBGVDA,-116.673798,33.6689,1341,SCEDC
SB.GVDA.00.HNN,SBGVDA,-116.673798,33.6689,1341,SCEDC
SB.GVDA.00.HNZ,SBGVDA,-116.673798,33.6689,1341,SCEDC
SB.WLA.00.HNE,SBWLA,-115.530602,33.097599,-61.5,SCEDC
SB.WLA.00.HNN,SBWLA,-115.530602,33.097599,-61.5,SCEDC
SB.WLA.00.HNZ,SBWLA,-115.530602,33.097599,-61.5,SCEDC
WR.STNI.00.HNE,WRSTNI,-121.540149,38.119688,2.8,SCEDC
WR.STNI.00.HNN,WRSTNI,-121.540149,38.119688,2.8,SCEDC
WR.STNI.00.HNZ,WRSTNI,-121.540149,38.119688,2.8,SCEDC
WR.THER.00.HNE,WRTHER,-121.688221,39.484103,36.7,SCEDC
WR.THER.00.HNN,WRTHER,-121.688221,39.484103,36.7,SCEDC
WR.THER.00.HNZ,WRTHER,-121.688221,39.484103,36.7,SCEDC
