station_id,phase_time,phase_score,phase_type,phase_amplitude,begin_time,phase_index,dt
BG.AL1..DP,2023-01-01T18:35:33.390000,0.349,P,6.987e-06,2023-01-01T00:00:00.000,6693339,0.01
BG.AL1..DP,2023-01-01T18:50:19.400000,0.374,P,1.387e-06,2023-01-01T00:00:00.000,6781940,0.01
BG.AL1..DP,2023-01-01T18:50:23.780000,0.519,S,1.387e-06,2023-01-01T00:00:00.000,6782378,0.01
BG.AL1..DP,2023-01-01T18:52:32.880000,0.907,P,2.189e-06,2023-01-01T00:00:00.000,6795288,0.01
BG.AL1..DP,2023-01-01T18:52:36.770000,0.397,S,1.312e-06,2023-01-01T00:00:00.000,6795677,0.01
BG.AL2..DP,2023-01-01T18:30:01.390000,0.342,P,9.394e-07,2023-01-01T00:00:00.000,6660139,0.01
BG.AL2..DP,2023-01-01T18:37:36.510000,0.308,S,2.519e-06,2023-01-01T00:00:00.000,6705651,0.01
BG.AL2..DP,2023-01-01T18:37:36.570000,0.594,P,2.519e-06,2023-01-01T00:00:00.000,6705657,0.01
BG.AL2..DP,2023-01-01T18:37:42.190000,0.35,S,1.457e-06,2023-01-01T00:00:00.000,6706219,0.01
BG.AL2..DP,2023-01-01T18:38:07.480000,0.699,P,5.821e-06,2023-01-01T00:00:00.000,6708748,0.01
BG.AL2..DP,2023-01-01T18:38:08.970000,0.783,S,5.821e-06,2023-01-01T00:00:00.000,6708897,0.01
BG.AL2..DP,2023-01-01T18:46:41.450000,0.316,S,8.235e-07,2023-01-01T00:00:00.000,6760145,0.01
BG.AL2..DP,2023-01-01T18:52:46.760000,0.398,P,1.08e-06,2023-01-01T00:00:00.000,6796676,0.01
BG.AL2..DP,2023-01-01T18:53:18.350000,0.376,S,2.008e-06,2023-01-01T00:00:00.000,6799835,0.01
BG.AL2..DP,2023-01-01T18:54:39.160000,0.529,S,1.123e-06,2023-01-01T00:00:00.000,6807916,0.01
BG.AL3..DP,2023-01-01T18:35:33.890000,0.411,P,9.252e-06,2023-01-01T00:00:00.000,6693389,0.01
BG.AL3..DP,2023-01-01T18:35:44.130000,0.408,S,2.191e-05,2023-01-01T00:00:00.000,6694413,0.01
BG.AL3..DP,2023-01-01T18:37:44.250000,0.658,S,1.235e-06,2023-01-01T00:00:00.000,6706425,0.01
BG.AL3..DP,2023-01-01T18:39:34.120000,0.341,S,1.681e-06,2023-01-01T00:00:00.000,6717412,0.01
BG.AL3..DP,2023-01-01T18:41:37.070000,0.325,S,1.839e-06,2023-01-01T00:00:00.000,6729707,0.01
BG.AL3..DP,2023-01-01T18:42:45.240000,0.746,P,1.657e-06,2023-01-01T00:00:00.000,6736524,0.01
BG.AL3..DP,2023-01-01T18:42:48.530000,0.661,S,1.315e-06,2023-01-01T00:00:00.000,6736853,0.01
BG.AL3..DP,2023-01-01T18:43:45.640000,0.32,P,5.04e-07,2023-01-01T00:00:00.000,6742564,0.01
BG.AL3..DP,2023-01-01T18:43:52.560000,0.56,P,5.872e-07,2023-01-01T00:00:00.000,6743256,0.01
BG.AL3..DP,2023-01-01T18:43:53.220000,0.897,S,5.872e-07,2023-01-01T00:00:00.000,6743322,0.01
BG.AL3..DP,2023-01-01T18:47:36.990000,0.97,P,3.668e-06,2023-01-01T00:00:00.000,6765699,0.01
BG.AL4..DP,2023-01-01T18:35:33.850000,0.312,P,8.802e-06,2023-01-01T00:00:00.000,6693385,0.01
BG.AL4..DP,2023-01-01T18:38:45.310000,0.405,S,1.302e-06,2023-01-01T00:00:00.000,6712531,0.01
BG.AL4..DP,2023-01-01T18:47:36.940000,0.97,P,4.527e-06,2023-01-01T00:00:00.000,6765694,0.01
BG.AL4..DP,2023-01-01T18:47:37.720000,0.922,S,4.527e-06,2023-01-01T00:00:00.000,6765772,0.01
BG.AL4..DP,2023-01-01T18:52:53.710000,0.507,S,1.513e-06,2023-01-01T00:00:00.000,6797371,0.01
BG.AL4..DP,2023-01-01T18:56:03.230000,0.361,S,1.048e-06,2023-01-01T00:00:00.000,6816323,0.01
BG.AL5..DP,2023-01-01T18:35:32.690000,0.646,P,9.535e-06,2023-01-01T00:00:00.000,6693269,0.01
BG.AL5..DP,2023-01-01T18:38:07.880000,0.533,P,5.417e-07,2023-01-01T00:00:00.000,6708788,0.01
BG.AL5..DP,2023-01-01T18:38:12.070000,0.461,S,5.417e-07,2023-01-01T00:00:00.000,6709207,0.01
BG.AL5..DP,2023-01-01T18:47:37.170000,0.968,P,1.46e-06,2023-01-01T00:00:00.000,6765717,0.01
BG.AL5..DP,2023-01-01T18:47:38.280000,0.897,S,1.253e-06,2023-01-01T00:00:00.000,6765828,0.01
BG.AL5..DP,2023-01-01T18:50:37.530000,0.448,P,8.394e-07,2023-01-01T00:00:00.000,6783753,0.01
BG.AL5..DP,2023-01-01T18:50:39.470000,0.394,S,8.394e-07,2023-01-01T00:00:00.000,6783947,0.01
BG.AL6..DP,2023-01-01T18:31:38.120000,0.368,P,9.504e-07,2023-01-01T00:00:00.000,6669812,0.01
BG.AL6..DP,2023-01-01T18:34:45.270000,0.381,S,1.502e-06,2023-01-01T00:00:00.000,6688527,0.01
BG.AL6..DP,2023-01-01T18:35:33.770000,0.708,P,5.017e-06,2023-01-01T00:00:00.000,6693377,0.01
BG.AL6..DP,2023-01-01T18:35:55.730000,0.453,S,1.762e-05,2023-01-01T00:00:00.000,6695573,0.01
BG.AL6..DP,2023-01-01T18:36:26.270000,0.659,S,6.718e-06,2023-01-01T00:00:00.000,6698627,0.01
BG.AL6..DP,2023-01-01T18:47:36.990000,0.984,P,3.089e-06,2023-01-01T00:00:00.000,6765699,0.01
BG.AL6..DP,2023-01-01T18:47:37.830000,0.789,S,2.52e-06,2023-01-01T00:00:00.000,6765783,0.01
BG.AL6..DP,2023-01-01T18:51:17.840000,0.428,P,9.4e-07,2023-01-01T00:00:00.000,6787784,0.01
BG.BRP..DP,2023-01-01T18:35:33.330000,0.395,P,5.318e-06,2023-01-01T00:00:00.000,6693333,0.01
BG.BRP..DP,2023-01-01T18:47:37.340000,0.982,P,1.777e-06,2023-01-01T00:00:00.000,6765734,0.01
BG.BRP..DP,2023-01-01T18:47:38.310000,0.951,S,1.777e-06,2023-01-01T00:00:00.000,6765831,0.01
BG.BUC..DP,2023-01-01T18:35:51.440000,0.342,S,6.881e-05,2023-01-01T00:00:00.000,6695144,0.01
BG.BUC..DP,2023-01-01T18:47:36.740000,0.975,P,3.796e-05,2023-01-01T00:00:00.000,6765674,0.01
BG.BUC..DP,2023-01-01T18:47:37.290000,0.873,S,3.796e-05,2023-01-01T00:00:00.000,6765729,0.01
BG.CLV..DP,2023-01-01T18:35:34.050000,0.46,P,7.126e-06,2023-01-01T00:00:00.000,6693405,0.01
BG.CLV..DP,2023-01-01T18:47:37.140000,0.984,P,2.351e-06,2023-01-01T00:00:00.000,6765714,0.01
BG.CLV..DP,2023-01-01T18:47:38.100000,0.812,S,2.351e-06,2023-01-01T00:00:00.000,6765810,0.01
BG.CLV..DP,2023-01-01T18:52:25.390000,0.705,S,5.556e-07,2023-01-01T00:00:00.000,6794539,0.01
BG.DEB..DP,2023-01-01T18:35:35.370000,0.529,P,1.822e-07,2023-01-01T00:00:00.000,6693537,0.01
BG.DEB..DP,2023-01-01T18:47:38.420000,0.879,P,1.023e-07,2023-01-01T00:00:00.000,6765842,0.01
BG.DEB..DP,2023-01-01T18:47:40.530000,0.797,S,1.023e-07,2023-01-01T00:00:00.000,6766053,0.01
BG.DES..DP,2023-01-01T18:35:34.920000,0.766,P,1.539e-05,2023-01-01T00:00:00.000,6693492,0.01
BG.DRK..DP,2023-01-01T18:35:34.410000,0.511,P,5.127e-06,2023-01-01T00:00:00.000,6693441,0.01
BG.DRK..DP,2023-01-01T18:47:36.980000,0.97,P,2.033e-05,2023-01-01T00:00:00.000,6765698,0.01
BG.DRK..DP,2023-01-01T18:47:37.630000,0.949,S,2.033e-05,2023-01-01T00:00:00.000,6765763,0.01
BG.DRK..DP,2023-01-01T18:52:23.960000,0.984,P,2.376e-06,2023-01-01T00:00:00.000,6794396,0.01
BG.DRK..DP,2023-01-01T18:52:24.760000,0.867,S,2.376e-06,2023-01-01T00:00:00.000,6794476,0.01
BG.FNF..DP,2023-01-01T18:34:01.740000,0.931,P,1.353e-06,2023-01-01T00:00:00.000,6684174,0.01
BG.FNF..DP,2023-01-01T18:34:02.360000,0.923,S,1.353e-06,2023-01-01T00:00:00.000,6684236,0.01
BG.FNF..DP,2023-01-01T18:35:34.930000,0.715,P,1.49e-06,2023-01-01T00:00:00.000,6693493,0.01
BG.FNF..DP,2023-01-01T18:37:21.530000,0.318,P,1.009e-06,2023-01-01T00:00:00.000,6704153,0.01
BG.FNF..DP,2023-01-01T18:47:37.550000,0.944,P,1.658e-06,2023-01-01T00:00:00.000,6765755,0.01
BG.FNF..DP,2023-01-01T18:47:38.590000,0.931,S,1.658e-06,2023-01-01T00:00:00.000,6765859,0.01
BG.FNF..DP,2023-01-01T18:52:23.640000,0.975,P,5.571e-06,2023-01-01T00:00:00.000,6794364,0.01
BG.FNF..DP,2023-01-01T18:52:24.140000,0.944,S,5.571e-06,2023-01-01T00:00:00.000,6794414,0.01
BG.FUM..DP,2023-01-01T18:35:34.610000,0.506,P,8.569e-06,2023-01-01T00:00:00.000,6693461,0.01
BG.FUM..DP,2023-01-01T18:47:37.160000,0.914,P,1.112e-05,2023-01-01T00:00:00.000,6765716,0.01
BG.FUM..DP,2023-01-01T18:47:37.740000,0.955,S,1.112e-05,2023-01-01T00:00:00.000,6765774,0.01
BG.FUM..DP,2023-01-01T18:52:23.690000,0.849,P,5.749e-06,2023-01-01T00:00:00.000,6794369,0.01
BG.FUM..DP,2023-01-01T18:52:24.210000,0.947,S,5.749e-06,2023-01-01T00:00:00.000,6794421,0.01
BG.HBW..DP,2023-01-01T18:35:51.870000,0.451,S,3.273e-05,2023-01-01T00:00:00.000,6695187,0.01
BG.HBW..DP,2023-01-01T18:47:37.710000,0.89,P,9.229e-07,2023-01-01T00:00:00.000,6765771,0.01
BG.HBW..DP,2023-01-01T18:47:38.930000,0.681,S,8.396e-07,2023-01-01T00:00:00.000,6765893,0.01
BG.HER..DP,2023-01-01T18:33:36.660000,0.471,P,2.961e-06,2023-01-01T00:00:00.000,6681666,0.01
BG.HER..DP,2023-01-01T18:35:33.080000,0.604,P,9.166e-06,2023-01-01T00:00:00.000,6693308,0.01
BG.HER..DP,2023-01-01T18:38:26.170000,0.397,S,7.982e-05,2023-01-01T00:00:00.000,6710617,0.01
BG.HER..DP,2023-01-01T18:47:37.250000,0.308,P,1.282e-06,2023-01-01T00:00:00.000,6765725,0.01
BG.HER..DP,2023-01-01T18:47:39.440000,0.855,S,1.282e-06,2023-01-01T00:00:00.000,6765944,0.01
BG.HER..DP,2023-01-01T18:52:41.390000,0.442,S,3.812e-05,2023-01-01T00:00:00.000,6796139,0.01
BG.HER..DP,2023-01-01T18:56:02.070000,0.456,P,1.019e-06,2023-01-01T00:00:00.000,6816207,0.01
BG.HVC..DP,2023-01-01T18:33:21.910000,0.793,P,8.989e-07,2023-01-01T00:00:00.000,6680191,0.01
BG.HVC..DP,2023-01-01T18:33:22.510000,0.829,S,8.989e-07,2023-01-01T00:00:00.000,6680251,0.01
BG.HVC..DP,2023-01-01T18:35:34.210000,0.472,P,3.295e-06,2023-01-01T00:00:00.000,6693421,0.01
BG.HVC..DP,2023-01-01T18:47:37.320000,0.976,P,2.101e-06,2023-01-01T00:00:00.000,6765732,0.01
BG.HVC..DP,2023-01-01T18:47:38.340000,0.871,S,2.101e-06,2023-01-01T00:00:00.000,6765834,0.01
BG.HVC..DP,2023-01-01T18:52:24.350000,0.944,P,7.717e-07,2023-01-01T00:00:00.000,6794435,0.01
BG.HVC..DP,2023-01-01T18:52:25.360000,0.921,S,7.2e-07,2023-01-01T00:00:00.000,6794536,0.01
BG.JKR..DP,2023-01-01T18:47:37.570000,0.54,P,1.968e-06,2023-01-01T00:00:00.000,6765757,0.01
BG.JKR..DP,2023-01-01T18:47:38.420000,0.884,S,1.968e-06,2023-01-01T00:00:00.000,6765842,0.01
BG.JKR..DP,2023-01-01T18:52:23.490000,0.987,P,7.546e-06,2023-01-01T00:00:00.000,6794349,0.01
BG.JKR..DP,2023-01-01T18:52:23.880000,0.962,S,7.546e-06,2023-01-01T00:00:00.000,6794388,0.01
BG.MCL..DP,2023-01-01T18:35:33.150000,0.703,P,6.766e-06,2023-01-01T00:00:00.000,6693315,0.01
BG.MCL..DP,2023-01-01T18:47:37.280000,0.974,P,6.057e-06,2023-01-01T00:00:00.000,6765728,0.01
BG.MCL..DP,2023-01-01T18:47:38.270000,0.97,S,6.057e-06,2023-01-01T00:00:00.000,6765827,0.01
BG.MCL..DP,2023-01-01T18:52:24.160000,0.555,P,6.275e-07,2023-01-01T00:00:00.000,6794416,0.01
BG.NEG..DP,2023-01-01T18:47:37.380000,0.971,P,1.73e-06,2023-01-01T00:00:00.000,6765738,0.01
BG.NEG..DP,2023-01-01T18:47:38.330000,0.887,S,1.73e-06,2023-01-01T00:00:00.000,6765833,0.01
BG.NEG..DP,2023-01-01T18:52:24.080000,0.972,P,1.741e-06,2023-01-01T00:00:00.000,6794408,0.01
BG.NEG..DP,2023-01-01T18:52:25.010000,0.882,S,1.741e-06,2023-01-01T00:00:00.000,6794501,0.01
BG.PFR..DP,2023-01-01T18:33:13.590000,0.356,S,5.17e-06,2023-01-01T00:00:00.000,6679359,0.01
BG.PFR..DP,2023-01-01T18:35:35.250000,0.537,P,1.681e-06,2023-01-01T00:00:00.000,6693525,0.01
BG.PFR..DP,2023-01-01T18:35:55.760000,0.35,S,7.759e-06,2023-01-01T00:00:00.000,6695576,0.01
BG.PFR..DP,2023-01-01T18:36:42.810000,0.325,P,5.58e-06,2023-01-01T00:00:00.000,6700281,0.01
BG.PFR..DP,2023-01-01T18:43:53.470000,0.315,S,1.542e-06,2023-01-01T00:00:00.000,6743347,0.01
BG.PFR..DP,2023-01-01T18:47:28.410000,0.344,P,3.236e-06,2023-01-01T00:00:00.000,6764841,0.01
BG.PFR..DP,2023-01-01T18:47:29.570000,0.398,S,3.236e-06,2023-01-01T00:00:00.000,6764957,0.01
BG.PFR..DP,2023-01-01T18:47:38.170000,0.345,P,1.489e-06,2023-01-01T00:00:00.000,6765817,0.01
BG.PFR..DP,2023-01-01T18:50:50.810000,0.41,P,3.37e-06,2023-01-01T00:00:00.000,6785081,0.01
BG.PFR..DP,2023-01-01T18:50:50.950000,0.435,S,3.37e-06,2023-01-01T00:00:00.000,6785095,0.01
BG.PFR..DP,2023-01-01T18:52:24.020000,0.967,P,1.806e-06,2023-01-01T00:00:00.000,6794402,0.01
BG.PFR..DP,2023-01-01T18:52:24.790000,0.883,S,1.806e-06,2023-01-01T00:00:00.000,6794479,0.01
BG.PSB..DP,2023-01-01T18:47:39.010000,0.653,P,1.561e-07,2023-01-01T00:00:00.000,6765901,0.01
BG.PSB..DP,2023-01-01T18:47:40.420000,0.83,S,1.561e-07,2023-01-01T00:00:00.000,6766042,0.01
BG.RGP..DP,2023-01-01T18:35:33.120000,0.719,P,1.028e-05,2023-01-01T00:00:00.000,6693312,0.01
BG.RGP..DP,2023-01-01T18:47:37.730000,0.895,P,7.393e-07,2023-01-01T00:00:00.000,6765773,0.01
BG.RGP..DP,2023-01-01T18:47:39.080000,0.843,S,7.393e-07,2023-01-01T00:00:00.000,6765908,0.01
BG.RTB..DP,2023-01-01T18:34:02.870000,0.318,S,7.937e-08,2023-01-01T00:00:00.000,6684287,0.01
BG.RTB..DP,2023-01-01T18:35:35.530000,0.701,P,9.813e-08,2023-01-01T00:00:00.000,6693553,0.01
BG.RTB..DP,2023-01-01T18:47:38.510000,0.658,P,9.303e-08,2023-01-01T00:00:00.000,6765851,0.01
BG.RTB..DP,2023-01-01T18:47:40.050000,0.84,S,9.303e-08,2023-01-01T00:00:00.000,6766005,0.01
BG.SB4..DP,2023-01-01T18:35:34.030000,0.414,P,1.672e-05,2023-01-01T00:00:00.000,6693403,0.01
BG.SB4..DP,2023-01-01T18:47:36.590000,0.972,P,2.77e-05,2023-01-01T00:00:00.000,6765659,0.01
BG.SB4..DP,2023-01-01T18:47:37.070000,0.965,S,2.77e-05,2023-01-01T00:00:00.000,6765707,0.01
BG.SQK..DP,2023-01-01T18:35:34.850000,0.548,P,2.265e-05,2023-01-01T00:00:00.000,6693485,0.01
BG.SQK..DP,2023-01-01T18:35:44.950000,0.332,S,3.953e-05,2023-01-01T00:00:00.000,6694495,0.01
BG.SQK..DP,2023-01-01T18:47:36.770000,0.988,P,5.398e-05,2023-01-01T00:00:00.000,6765677,0.01
BG.SQK..DP,2023-01-01T18:47:37.380000,0.96,S,5.398e-05,2023-01-01T00:00:00.000,6765738,0.01
BG.SQK..DP,2023-01-01T18:52:25.250000,0.7,S,3.539e-06,2023-01-01T00:00:00.000,6794525,0.01
BG.SRB..DP,2023-01-01T18:30:20.930000,0.357,P,2.711e-07,2023-01-01T00:00:00.000,6662093,0.01
BG.SRB..DP,2023-01-01T18:31:37.670000,0.42,S,1.385e-06,2023-01-01T00:00:00.000,6669767,0.01
BG.SRB..DP,2023-01-01T18:39:50.280000,0.723,P,9.202e-07,2023-01-01T00:00:00.000,6719028,0.01
BG.SRB..DP,2023-01-01T18:39:51.630000,0.499,S,9.202e-07,2023-01-01T00:00:00.000,6719163,0.01
BG.SRB..DP,2023-01-01T18:44:02.600000,0.692,S,7.666e-07,2023-01-01T00:00:00.000,6744260,0.01
BG.SRB..DP,2023-01-01T18:53:27.310000,0.373,P,5.313e-07,2023-01-01T00:00:00.000,6800731,0.01
BG.SRB..DP,2023-01-01T18:55:24.330000,0.469,S,3.015e-06,2023-01-01T00:00:00.000,6812433,0.01
BG.SRB..DP,2023-01-01T18:56:01.510000,0.52,S,1.188e-06,2023-01-01T00:00:00.000,6816151,0.01
BG.SRB..DP,2023-01-01T18:58:26.680000,0.375,P,2.582e-06,2023-01-01T00:00:00.000,6830668,0.01
BG.SRB..DP,2023-01-01T18:59:51.740000,0.741,S,4.771e-07,2023-01-01T00:00:00.000,6839174,0.01
BG.SSB..DP,2023-01-01T18:35:35.870000,0.531,P,3.885e-07,2023-01-01T00:00:00.000,6693587,0.01
BG.SSB..DP,2023-01-01T18:47:38.240000,0.813,P,6.268e-07,2023-01-01T00:00:00.000,6765824,0.01
BG.SSB..DP,2023-01-01T18:47:39.620000,0.842,S,6.268e-07,2023-01-01T00:00:00.000,6765962,0.01
BG.SSB..DP,2023-01-01T18:52:24.100000,0.911,P,1.061e-06,2023-01-01T00:00:00.000,6794410,0.01
BG.SSB..DP,2023-01-01T18:52:24.940000,0.846,S,1.061e-06,2023-01-01T00:00:00.000,6794494,0.01
BG.STY..DP,2023-01-01T18:31:38.550000,0.368,S,2.066e-06,2023-01-01T00:00:00.000,6669855,0.01
BG.STY..DP,2023-01-01T18:32:14.010000,0.354,P,1.094e-06,2023-01-01T00:00:00.000,6673401,0.01
BG.STY..DP,2023-01-01T18:32:18.560000,0.703,P,2.445e-06,2023-01-01T00:00:00.000,6673856,0.01
BG.STY..DP,2023-01-01T18:32:26.660000,0.782,S,2.445e-06,2023-01-01T00:00:00.000,6674666,0.01
BG.STY..DP,2023-01-01T18:32:34.650000,0.358,P,1.374e-06,2023-01-01T00:00:00.000,6675465,0.01
BG.STY..DP,2023-01-01T18:37:03.810000,0.473,S,1.475e-06,2023-01-01T00:00:00.000,6702381,0.01
BG.STY..DP,2023-01-01T18:38:58.150000,0.464,S,1.361e-06,2023-01-01T00:00:00.000,6713815,0.01
BG.STY..DP,2023-01-01T18:47:37.110000,0.968,P,5.034e-06,2023-01-01T00:00:00.000,6765711,0.01
BG.STY..DP,2023-01-01T18:47:37.880000,0.85,S,5.034e-06,2023-01-01T00:00:00.000,6765788,0.01
BG.STY..DP,2023-01-01T18:54:40.600000,0.35,P,2.161e-06,2023-01-01T00:00:00.000,6808060,0.01
BG.STY..DP,2023-01-01T18:54:42.990000,0.494,S,2.161e-06,2023-01-01T00:00:00.000,6808299,0.01
BG.STY..DP,2023-01-01T18:56:32.720000,0.388,P,1.395e-06,2023-01-01T00:00:00.000,6819272,0.01
BG.TCH..DP,2023-01-01T18:33:59.050000,0.649,S,6.196e-06,2023-01-01T00:00:00.000,6683905,0.01
BG.TCH..DP,2023-01-01T18:35:35.330000,0.457,P,3.9e-06,2023-01-01T00:00:00.000,6693533,0.01
BG.TCH..DP,2023-01-01T18:35:50.550000,0.468,S,1.259e-05,2023-01-01T00:00:00.000,6695055,0.01
BG.TCH..DP,2023-01-01T18:42:31.400000,0.325,P,2.731e-06,2023-01-01T00:00:00.000,6735140,0.01
BG.TCH..DP,2023-01-01T18:44:55.220000,0.385,P,2.734e-06,2023-01-01T00:00:00.000,6749522,0.01
BG.TCH..DP,2023-01-01T18:45:01.600000,0.616,S,2.734e-06,2023-01-01T00:00:00.000,6750160,0.01
BG.TCH..DP,2023-01-01T18:52:21.730000,0.431,P,6.676e-06,2023-01-01T00:00:00.000,6794173,0.01
BG.TCH..DP,2023-01-01T18:52:24.070000,0.634,S,6.676e-06,2023-01-01T00:00:00.000,6794407,0.01
BG.TCH..DP,2023-01-01T18:53:01.160000,0.784,P,2.057e-06,2023-01-01T00:00:00.000,6798116,0.01
BG.TCH..DP,2023-01-01T18:58:51.040000,0.599,P,4.842e-06,2023-01-01T00:00:00.000,6833104,0.01
BG.US1..DP,2023-01-01T18:35:33.890000,0.582,P,2.42e-06,2023-01-01T00:00:00.000,6693389,0.01
BG.US1..DP,2023-01-01T18:47:36.810000,0.962,P,3.316e-06,2023-01-01T00:00:00.000,6765681,0.01
BG.US1..DP,2023-01-01T18:47:37.690000,0.677,S,2.343e-06,2023-01-01T00:00:00.000,6765769,0.01
BG.US3..DP,2023-01-01T18:35:34.210000,0.487,P,3.2e-06,2023-01-01T00:00:00.000,6693421,0.01
BG.US3..DP,2023-01-01T18:35:53.520000,0.409,S,5.938e-06,2023-01-01T00:00:00.000,6695352,0.01
BG.US3..DP,2023-01-01T18:47:36.660000,0.975,P,3.644e-06,2023-01-01T00:00:00.000,6765666,0.01
BG.US3..DP,2023-01-01T18:47:37.200000,0.924,S,3.03e-06,2023-01-01T00:00:00.000,6765720,0.01
BK.AASB.00.HH,2023-01-01T18:35:49.170000,0.476,P,6.782e-06,2023-01-01T00:00:00.000,6694917,0.01
BK.ADAM.00.HH,2023-01-01T18:32:33.250000,0.488,P,3.604e-07,2023-01-01T00:00:00.000,6675325,0.01
BK.ADAM.00.HH,2023-01-01T18:52:58.650000,0.52,P,2.249e-07,2023-01-01T00:00:00.000,6797865,0.01
BK.ADAM.00.HH,2023-01-01T18:32:37.570000,0.52,S,3.422e-07,2023-01-01T00:00:00.000,6675757,0.01
BK.ADAM.00.HH,2023-01-01T18:47:51.960000,0.658,S,9.59e-07,2023-01-01T00:00:00.000,6767196,0.01
BK.AONC.00.HH,2023-01-01T18:35:29.073000,0.799,P,4.295e-05,2023-01-01T00:00:00.003,6692907,0.01
BK.AONC.00.HH,2023-01-01T18:52:47.323000,0.331,P,2.054e-06,2023-01-01T00:00:00.003,6796732,0.01
BK.AONC.00.HH,2023-01-01T18:57:15.963000,0.804,P,8.604e-06,2023-01-01T00:00:00.003,6823596,0.01
BK.AONC.00.HH,2023-01-01T18:35:01.173000,0.389,S,1.327e-06,2023-01-01T00:00:00.003,6690117,0.01
BK.AONC.00.HH,2023-01-01T18:35:48.293000,0.39,S,0.0001647,2023-01-01T00:00:00.003,6694829,0.01
BK.AONC.00.HH,2023-01-01T18:43:33.003000,0.336,S,2.782e-06,2023-01-01T00:00:00.003,6741300,0.01
BK.AONC.00.HH,2023-01-01T18:44:36.833000,0.438,S,2.131e-06,2023-01-01T00:00:00.003,6747683,0.01
BK.AONC.00.HH,2023-01-01T18:52:12.013000,0.487,S,1.64e-06,2023-01-01T00:00:00.003,6793201,0.01
BK.AONC.00.HH,2023-01-01T18:57:16.633000,0.85,S,8.604e-06,2023-01-01T00:00:00.003,6823663,0.01
BK.BAKR.00.HH,2023-01-01T18:35:24.040000,0.706,P,0.0001332,2023-01-01T00:00:00.000,6692404,0.01
BK.BAKR.00.HH,2023-01-01T18:55:01.150000,0.886,P,3.463e-07,2023-01-01T00:00:00.000,6810115,0.01
BK.BAKR.00.HH,2023-01-01T18:56:22.730000,0.301,P,1.685e-07,2023-01-01T00:00:00.000,6818273,0.01
BK.BAKR.00.HH,2023-01-01T18:56:44.290000,0.304,P,2.092e-07,2023-01-01T00:00:00.000,6820429,0.01
BK.BAKR.00.HH,2023-01-01T18:30:37.930000,0.34,S,2.382e-07,2023-01-01T00:00:00.000,6663793,0.01
BK.BAKR.00.HH,2023-01-01T18:44:33.290000,0.311,S,1.138e-06,2023-01-01T00:00:00.000,6747329,0.01
BK.BAKR.00.HH,2023-01-01T18:50:05.230000,0.337,S,1.8e-06,2023-01-01T00:00:00.000,6780523,0.01
BK.BAKR.00.HH,2023-01-01T18:55:47.470000,0.383,S,3.005e-07,2023-01-01T00:00:00.000,6814747,0.01
BK.BCCR.00.HH,2023-01-01T18:35:32.270000,0.845,P,3.593e-05,2023-01-01T00:00:00.000,6693227,0.01
BK.BCCR.00.HH,2023-01-01T18:55:39.050000,0.421,P,1.138e-07,2023-01-01T00:00:00.000,6813905,0.01
BK.BCCR.00.HH,2023-01-01T18:55:42.360000,0.524,S,1.138e-07,2023-01-01T00:00:00.000,6814236,0.01
BK.BCCR.00.HH,2023-01-01T18:56:00.140000,0.446,S,1.313e-07,2023-01-01T00:00:00.000,6816014,0.01
BK.BIGV.00.HH,2023-01-01T18:31:40.370000,0.521,P,3.284e-07,2023-01-01T00:00:00.000,6670037,0.01
BK.BIGV.00.HH,2023-01-01T18:35:38.590000,0.858,P,5.091e-05,2023-01-01T00:00:00.000,6693859,0.01
BK.BIGV.00.HH,2023-01-01T18:44:24.090000,0.668,P,5.734e-08,2023-01-01T00:00:00.000,6746409,0.01
BK.BIGV.00.HH,2023-01-01T18:50:59.430000,0.437,P,1.025e-07,2023-01-01T00:00:00.000,6785943,0.01
BK.BIGV.00.HH,2023-01-01T18:55:11.040000,0.556,P,1.899e-07,2023-01-01T00:00:00.000,6811104,0.01
BK.BIGV.00.HH,2023-01-01T18:55:33.040000,0.836,P,1.109e-07,2023-01-01T00:00:00.000,6813304,0.01
BK.BIGV.00.HH,2023-01-01T18:55:44.490000,0.801,P,1.725e-07,2023-01-01T00:00:00.000,6814449,0.01
BK.BIGV.00.HH,2023-01-01T18:56:41.330000,0.473,P,3.239e-07,2023-01-01T00:00:00.000,6820133,0.01
BK.BIGV.00.HH,2023-01-01T18:58:28.060000,0.834,P,2.765e-07,2023-01-01T00:00:00.000,6830806,0.01
BK.BIGV.00.HH,2023-01-01T18:42:54.590000,0.369,S,7.502e-08,2023-01-01T00:00:00.000,6737459,0.01
BK.BIGV.00.HH,2023-01-01T18:46:30.220000,0.584,S,1.602e-07,2023-01-01T00:00:00.000,6759022,0.01
BK.BIGV.00.HH,2023-01-01T18:51:52.190000,0.372,S,2.521e-07,2023-01-01T00:00:00.000,6791219,0.01
BK.BJES.00.HH,2023-01-01T18:35:15.140000,0.691,P,0.01818,2023-01-01T00:00:00.000,6691514,0.01
BK.BJES.00.HH,2023-01-01T18:43:59.010000,0.456,S,2.696e-05,2023-01-01T00:00:00.000,6743901,0.01
BK.BJES.00.HH,2023-01-01T18:46:51.930000,0.548,S,0.01252,2023-01-01T00:00:00.000,6761193,0.01
BK.BJES.00.HH,2023-01-01T18:53:53.830000,0.381,S,4.041e-07,2023-01-01T00:00:00.000,6803383,0.01
