station_id,phase_time,phase_score,phase_type,phase_amplitude,begin_time,phase_index,dt
NC.CML.01.EH,2023-01-01T18:41:59.030000,0.351,S,2.749e-07,2023-01-01T00:00:00.000,6731903,0.01
NC.CML.01.EH,2023-01-01T18:42:24.770000,0.567,S,1.953e-07,2023-01-01T00:00:00.000,6734477,0.01
NC.CML.01.EH,2023-01-01T18:42:46.510000,0.321,S,2.074e-07,2023-01-01T00:00:00.000,6736651,0.01
NC.CML.01.EH,2023-01-01T18:46:04.050000,0.609,S,2.049e-07,2023-01-01T00:00:00.000,6756405,0.01
NC.CML.01.EH,2023-01-01T18:46:46.120000,0.82,S,3.754e-07,2023-01-01T00:00:00.000,6760612,0.01
NC.CML.01.EH,2023-01-01T18:47:18.190000,0.501,S,6.904e-07,2023-01-01T00:00:00.000,6763819,0.01
NC.CML.01.EH,2023-01-01T18:48:13.830000,0.39,S,4.111e-07,2023-01-01T00:00:00.000,6769383,0.01
NC.CML.01.EH,2023-01-01T18:49:04.470000,0.428,S,2.18e-07,2023-01-01T00:00:00.000,6774447,0.01
NC.CML.01.EH,2023-01-01T18:49:50.390000,0.443,S,2.073e-07,2023-01-01T00:00:00.000,6779039,0.01
NC.CML.01.EH,2023-01-01T18:53:47.490000,0.606,S,3.883e-07,2023-01-01T00:00:00.000,6802749,0.01
NC.CML.01.EH,2023-01-01T18:54:00.200000,0.677,S,5.709e-07,2023-01-01T00:00:00.000,6804020,0.01
NC.CML.01.EH,2023-01-01T18:55:59.110000,0.313,S,1.945e-07,2023-01-01T00:00:00.000,6815911,0.01
NC.CML.01.EH,2023-01-01T18:56:46.790000,0.471,S,5.338e-07,2023-01-01T00:00:00.000,6820679,0.01
NC.CML.01.EH,2023-01-01T18:57:08.900000,0.33,S,2.877e-07,2023-01-01T00:00:00.000,6822890,0.01
NC.CML.01.EH,2023-01-01T18:57:39.890000,0.412,S,4.635e-07,2023-01-01T00:00:00.000,6825989,0.01
NC.CML.01.EH,2023-01-01T18:58:54.670000,0.334,S,4.915e-07,2023-01-01T00:00:00.000,6833467,0.01
NC.CML.01.EH,2023-01-01T18:59:09.110000,0.336,S,3.79e-07,2023-01-01T00:00:00.000,6834911,0.01
NC.CMLP..EH,2023-01-01T18:30:10.570000,0.847,P,9.735e-07,2023-01-01T16:05:38.000,867257,0.01
NC.CMLP..EH,2023-01-01T18:35:55.510000,0.56,P,1.302e-05,2023-01-01T16:05:38.000,901751,0.01
NC.CMLP..EH,2023-01-01T18:41:28.150000,0.844,P,3.308e-07,2023-01-01T16:05:38.000,935015,0.01
NC.CMLP..EH,2023-01-01T18:48:19.270000,0.954,P,4.754e-07,2023-01-01T16:05:38.000,976127,0.01
NC.CMLP..EH,2023-01-01T18:52:40.490000,0.401,P,7.833e-07,2023-01-01T16:05:38.000,1002249,0.01
NC.CMLP..EH,2023-01-01T18:48:24.720000,0.893,S,4.754e-07,2023-01-01T16:05:38.000,976672,0.01
NC.CMM..EH,2023-01-01T18:33:00.520000,0.304,P,1.509e-07,2023-01-01T00:00:00.000,6678052,0.01
NC.CMM..EH,2023-01-01T18:35:57.350000,0.337,P,8.042e-08,2023-01-01T00:00:00.000,6695735,0.01
NC.CMM..EH,2023-01-01T18:35:57.870000,0.872,P,1.667e-06,2023-01-01T00:00:00.000,6695787,0.01
NC.CMOB..HN,2023-01-01T18:35:52.660000,0.899,P,9.657e-06,2023-01-01T00:00:00.000,6695266,0.01
NC.CMOB..HN,2023-01-01T18:48:17.990000,0.711,P,6.195e-07,2023-01-01T00:00:00.000,6769799,0.01
NC.CMOB..HN,2023-01-01T18:48:20.330000,0.325,S,6.195e-07,2023-01-01T00:00:00.000,6770033,0.01
NC.CMW..HH,2023-01-01T18:35:54.250000,0.516,P,8.034e-06,2023-01-01T16:14:41.000,847325,0.01
NC.CMW..HH,2023-01-01T18:59:48.310000,0.455,S,5.957e-07,2023-01-01T16:14:41.000,990731,0.01
NC.CMW1..HN,2023-01-01T18:35:54.970000,0.674,P,2.401e-06,2023-01-01T16:14:47.000,846797,0.01
NC.CNI..EH,2023-01-01T18:35:52.763000,0.73,P,5.508e-06,2023-01-01T00:00:00.003,6695276,0.01
NC.CNI..EH,2023-01-01T18:31:10.853000,0.492,S,3.174e-07,2023-01-01T00:00:00.003,6667085,0.01
NC.CNI..EH,2023-01-01T18:59:30.113000,0.303,S,3.863e-07,2023-01-01T00:00:00.003,6837011,0.01
NC.CPI..EH,2023-01-01T18:35:47.060000,0.935,P,6.349e-06,2023-01-01T00:00:00.000,6694706,0.01
NC.CPM..EH,2023-01-01T18:35:45.770000,0.785,P,8.392e-06,2023-01-01T00:00:00.000,6694577,0.01
NC.CPP.03.EH,2023-01-01T18:35:55.730000,0.339,P,8.176e-07,2023-01-01T00:00:00.000,6695573,0.01
NC.CRH..EH,2023-01-01T18:30:01.550000,0.32,P,1.185e-07,2023-01-01T00:00:00.000,6660155,0.01
NC.CRH..EH,2023-01-01T18:34:28.650000,0.442,P,6.577e-08,2023-01-01T00:00:00.000,6686865,0.01
NC.CRH..EH,2023-01-01T18:35:50.150000,0.828,P,6.817e-07,2023-01-01T00:00:00.000,6695015,0.01
NC.CRH..EH,2023-01-01T18:55:18.400000,0.851,P,3.661e-07,2023-01-01T00:00:00.000,6811840,0.01
NC.CRH..EH,2023-01-01T18:30:04.800000,0.597,S,1.185e-07,2023-01-01T00:00:00.000,6660480,0.01
NC.CRH..EH,2023-01-01T18:43:16.170000,0.391,S,1.927e-07,2023-01-01T00:00:00.000,6739617,0.01
NC.CRH..EH,2023-01-01T18:58:52.490000,0.343,S,4.906e-07,2023-01-01T00:00:00.000,6833249,0.01
NC.CSA..EH,2023-01-01T18:32:00.990000,0.39,P,4.227e-07,2023-01-01T00:00:00.000,6672099,0.01
NC.CSA..EH,2023-01-01T18:33:15.520000,0.397,P,3.784e-07,2023-01-01T00:00:00.000,6679552,0.01
NC.CSA..EH,2023-01-01T18:35:03.760000,0.516,P,4.515e-07,2023-01-01T00:00:00.000,6690376,0.01
NC.CSA..EH,2023-01-01T18:38:01.870000,0.385,P,2.319e-07,2023-01-01T00:00:00.000,6708187,0.01
NC.CSA..EH,2023-01-01T18:41:15.130000,0.381,P,3.636e-07,2023-01-01T00:00:00.000,6727513,0.01
NC.CSA..EH,2023-01-01T18:42:57.680000,0.369,P,5.02e-07,2023-01-01T00:00:00.000,6737768,0.01
NC.CSA..EH,2023-01-01T18:49:23.930000,0.46,P,6.946e-07,2023-01-01T00:00:00.000,6776393,0.01
NC.CSA..EH,2023-01-01T18:51:45.690000,0.353,P,3.809e-07,2023-01-01T00:00:00.000,6790569,0.01
NC.CSA..EH,2023-01-01T18:57:01.890000,0.322,P,3.054e-07,2023-01-01T00:00:00.000,6822189,0.01
NC.CSA..EH,2023-01-01T18:58:03.030000,0.493,P,4.443e-07,2023-01-01T00:00:00.000,6828303,0.01
NC.CSA..EH,2023-01-01T18:59:46.840000,0.803,P,2.868e-07,2023-01-01T00:00:00.000,6838684,0.01
NC.CSA..EH,2023-01-01T18:32:02.980000,0.697,S,4.227e-07,2023-01-01T00:00:00.000,6672298,0.01
NC.CSA..EH,2023-01-01T18:35:05.210000,0.32,S,4.515e-07,2023-01-01T00:00:00.000,6690521,0.01
NC.CSA..EH,2023-01-01T18:38:02.790000,0.455,S,2.319e-07,2023-01-01T00:00:00.000,6708279,0.01
NC.CSA..EH,2023-01-01T18:39:29.670000,0.507,S,7.908e-08,2023-01-01T00:00:00.000,6716967,0.01
NC.CSA..EH,2023-01-01T18:51:46.850000,0.504,S,3.809e-07,2023-01-01T00:00:00.000,6790685,0.01
NC.CSA..EH,2023-01-01T18:53:38.090000,0.405,S,1.108e-07,2023-01-01T00:00:00.000,6801809,0.01
NC.CSA..EH,2023-01-01T18:54:41.450000,0.511,S,3.303e-07,2023-01-01T00:00:00.000,6808145,0.01
NC.CSL..EH,2023-01-01T18:35:50.470000,0.843,P,9.705e-06,2023-01-01T00:00:00.000,6695047,0.01
NC.CSL..EH,2023-01-01T18:46:56.600000,0.798,P,2.888e-06,2023-01-01T00:00:00.000,6761660,0.01
NC.CSL..EH,2023-01-01T18:46:58.730000,0.5,S,2.888e-06,2023-01-01T00:00:00.000,6761873,0.01
NC.CSPB..EH,2023-01-01T18:35:47.570000,0.738,P,4.981e-08,2023-01-01T00:00:00.000,6694757,0.01
NC.CSTC..EH,2023-01-01T18:35:55.840000,0.448,P,2.262e-06,2023-01-01T00:00:00.000,6695584,0.01
NC.CSU..HN,2023-01-01T18:35:52.880000,0.759,P,9.223e-06,2023-01-01T00:00:00.000,6695288,0.01
NC.CTA..EH,2023-01-01T18:35:48.360000,0.612,P,6.754e-06,2023-01-01T00:00:00.000,6694836,0.01
NC.CVL..EH,2023-01-01T18:35:53.850000,0.692,P,6.756e-06,2023-01-01T00:00:00.000,6695385,0.01
NC.CYB..EH,2023-01-01T18:35:47.573000,0.599,P,4.446e-06,2023-01-01T00:00:00.003,6694757,0.01
NC.CYB..EH,2023-01-01T18:54:02.493000,0.334,P,1.475e-06,2023-01-01T00:00:00.003,6804249,0.01
NC.CYD..HN,2023-01-01T18:35:52.440000,0.726,P,4.871e-06,2023-01-01T00:00:00.000,6695244,0.01
NC.CYD..HN,2023-01-01T18:39:40.890000,0.902,P,4.95e-05,2023-01-01T00:00:00.000,6718089,0.01
NC.CYD..HN,2023-01-01T18:42:17.680000,0.402,P,2.24e-06,2023-01-01T00:00:00.000,6733768,0.01
NC.CYD..HN,2023-01-01T18:35:57.100000,0.424,S,4.714e-06,2023-01-01T00:00:00.000,6695710,0.01
NC.CYD..HN,2023-01-01T18:39:41.660000,0.717,S,4.95e-05,2023-01-01T00:00:00.000,6718166,0.01
NC.CYD..HN,2023-01-01T18:42:19.110000,0.34,S,1.374e-06,2023-01-01T00:00:00.000,6733911,0.01
NC.GAR..EH,2023-01-01T18:48:58.120000,0.366,P,8.806e-09,2023-01-01T00:00:00.000,6773812,0.01
NC.GAR..EH,2023-01-01T18:51:17.310000,0.403,P,7.908e-09,2023-01-01T00:00:00.000,6787731,0.01
NC.GAR..EH,2023-01-01T18:51:19.990000,0.389,S,7.908e-09,2023-01-01T00:00:00.000,6787999,0.01
NC.GAXB..EH,2023-01-01T18:35:34.490000,0.555,P,1.907e-06,2023-01-01T00:00:00.000,6693449,0.01
NC.GAXB..EH,2023-01-01T18:40:05.810000,0.51,P,1.134e-07,2023-01-01T00:00:00.000,6720581,0.01
NC.GAXB..EH,2023-01-01T18:42:15.050000,0.334,P,1.046e-07,2023-01-01T00:00:00.000,6733505,0.01
NC.GAXB..EH,2023-01-01T18:47:38.600000,0.58,P,1.534e-07,2023-01-01T00:00:00.000,6765860,0.01
NC.GAXB..EH,2023-01-01T18:52:24.850000,0.965,P,1.926e-07,2023-01-01T00:00:00.000,6794485,0.01
NC.GAXB..EH,2023-01-01T18:35:08.230000,0.36,S,8.002e-08,2023-01-01T00:00:00.000,6690823,0.01
NC.GAXB..EH,2023-01-01T18:47:40.270000,0.309,S,1.534e-07,2023-01-01T00:00:00.000,6766027,0.01
NC.GAXB..EH,2023-01-01T18:52:26.170000,0.886,S,1.926e-07,2023-01-01T00:00:00.000,6794617,0.01
NC.GBB..EH,2023-01-01T18:30:04.960000,0.771,P,1.859e-07,2023-01-01T00:00:00.000,6660496,0.01
NC.GBB..EH,2023-01-01T18:30:09.170000,0.312,P,2.103e-07,2023-01-01T00:00:00.000,6660917,0.01
NC.GBB..EH,2023-01-01T18:30:28.160000,0.602,P,1.888e-07,2023-01-01T00:00:00.000,6662816,0.01
NC.GBB..EH,2023-01-01T18:31:13.920000,0.392,P,1.838e-07,2023-01-01T00:00:00.000,6667392,0.01
NC.GBB..EH,2023-01-01T18:31:21.680000,0.356,P,1.69e-07,2023-01-01T00:00:00.000,6668168,0.01
NC.GBB..EH,2023-01-01T18:33:15.510000,0.589,P,2.762e-07,2023-01-01T00:00:00.000,6679551,0.01
NC.GBB..EH,2023-01-01T18:33:20.300000,0.794,P,2.503e-07,2023-01-01T00:00:00.000,6680030,0.01
NC.GBB..EH,2023-01-01T18:33:54.600000,0.505,P,1.716e-07,2023-01-01T00:00:00.000,6683460,0.01
NC.GBB..EH,2023-01-01T18:34:00.490000,0.369,P,3.002e-07,2023-01-01T00:00:00.000,6684049,0.01
NC.GBB..EH,2023-01-01T18:34:15.100000,0.413,P,2.633e-07,2023-01-01T00:00:00.000,6685510,0.01
NC.GBB..EH,2023-01-01T18:35:41.250000,0.486,P,2.335e-07,2023-01-01T00:00:00.000,6694125,0.01
NC.GBB..EH,2023-01-01T18:36:09.650000,0.548,P,1.672e-07,2023-01-01T00:00:00.000,6696965,0.01
NC.GBB..EH,2023-01-01T18:36:48.840000,0.44,P,2.909e-07,2023-01-01T00:00:00.000,6700884,0.01
NC.GBB..EH,2023-01-01T18:37:36.640000,0.314,P,1.976e-07,2023-01-01T00:00:00.000,6705664,0.01
NC.GBB..EH,2023-01-01T18:37:42.090000,0.747,P,3.515e-07,2023-01-01T00:00:00.000,6706209,0.01
NC.GBB..EH,2023-01-01T18:37:50.520000,0.807,P,2.838e-07,2023-01-01T00:00:00.000,6707052,0.01
NC.GBB..EH,2023-01-01T18:38:21.000000,0.753,P,3.034e-07,2023-01-01T00:00:00.000,6710100,0.01
NC.GBB..EH,2023-01-01T18:38:51.240000,0.332,P,2.961e-07,2023-01-01T00:00:00.000,6713124,0.01
NC.GBB..EH,2023-01-01T18:39:50.440000,0.386,P,2.623e-07,2023-01-01T00:00:00.000,6719044,0.01
NC.GBB..EH,2023-01-01T18:40:53.730000,0.355,P,2.473e-07,2023-01-01T00:00:00.000,6725373,0.01
NC.GBB..EH,2023-01-01T18:41:35.670000,0.539,P,2.047e-07,2023-01-01T00:00:00.000,6729567,0.01
NC.GBB..EH,2023-01-01T18:42:53.950000,0.598,P,1.573e-07,2023-01-01T00:00:00.000,6737395,0.01
NC.GBB..EH,2023-01-01T18:43:24.490000,0.778,P,3.951e-07,2023-01-01T00:00:00.000,6740449,0.01
NC.GBB..EH,2023-01-01T18:43:40.170000,0.388,P,3.717e-07,2023-01-01T00:00:00.000,6742017,0.01
NC.GBB..EH,2023-01-01T18:43:54.210000,0.395,P,2.724e-07,2023-01-01T00:00:00.000,6743421,0.01
NC.GBB..EH,2023-01-01T18:44:00.020000,0.511,P,2.607e-07,2023-01-01T00:00:00.000,6744002,0.01
NC.GBB..EH,2023-01-01T18:44:16.070000,0.889,P,3.318e-07,2023-01-01T00:00:00.000,6745607,0.01
NC.GBB..EH,2023-01-01T18:44:36.640000,0.318,P,4.445e-07,2023-01-01T00:00:00.000,6747664,0.01
NC.GBB..EH,2023-01-01T18:45:14.250000,0.713,P,1.999e-07,2023-01-01T00:00:00.000,6751425,0.01
NC.GBB..EH,2023-01-01T18:45:34.550000,0.911,P,3.832e-07,2023-01-01T00:00:00.000,6753455,0.01
NC.GBB..EH,2023-01-01T18:45:50.260000,0.855,P,3.252e-07,2023-01-01T00:00:00.000,6755026,0.01
NC.GBB..EH,2023-01-01T18:46:13.640000,0.384,P,4.453e-07,2023-01-01T00:00:00.000,6757364,0.01
NC.GBB..EH,2023-01-01T18:46:33.210000,0.48,P,3.286e-07,2023-01-01T00:00:00.000,6759321,0.01
NC.GBB..EH,2023-01-01T18:46:37.530000,0.361,P,4.139e-07,2023-01-01T00:00:00.000,6759753,0.01
NC.GBB..EH,2023-01-01T18:47:12.290000,0.373,P,3.097e-07,2023-01-01T00:00:00.000,6763229,0.01
NC.GBB..EH,2023-01-01T18:47:30.690000,0.374,P,2.275e-07,2023-01-01T00:00:00.000,6765069,0.01
NC.GBB..EH,2023-01-01T18:47:35.770000,0.399,P,3.613e-07,2023-01-01T00:00:00.000,6765577,0.01
NC.GBB..EH,2023-01-01T18:49:13.160000,0.542,P,5.445e-07,2023-01-01T00:00:00.000,6775316,0.01
NC.GBB..EH,2023-01-01T18:49:19.410000,0.304,P,5.454e-07,2023-01-01T00:00:00.000,6775941,0.01
NC.GBB..EH,2023-01-01T18:49:31.370000,0.31,P,4.133e-07,2023-01-01T00:00:00.000,6777137,0.01
NC.GBB..EH,2023-01-01T18:49:33.170000,0.725,P,4.673e-07,2023-01-01T00:00:00.000,6777317,0.01
NC.GBB..EH,2023-01-01T18:49:51.070000,0.354,P,2.667e-07,2023-01-01T00:00:00.000,6779107,0.01
NC.GBB..EH,2023-01-01T18:50:01.430000,0.917,P,4.662e-07,2023-01-01T00:00:00.000,6780143,0.01
NC.GBB..EH,2023-01-01T18:50:18.150000,0.457,P,3.296e-07,2023-01-01T00:00:00.000,6781815,0.01
NC.GBB..EH,2023-01-01T18:50:54.670000,0.971,P,2.631e-07,2023-01-01T00:00:00.000,6785467,0.01
NC.GBB..EH,2023-01-01T18:51:03.140000,0.76,P,4.661e-07,2023-01-01T00:00:00.000,6786314,0.01
NC.GBB..EH,2023-01-01T18:51:45.190000,0.865,P,3.455e-07,2023-01-01T00:00:00.000,6790519,0.01
NC.GBB..EH,2023-01-01T18:51:53.070000,0.689,P,3.759e-07,2023-01-01T00:00:00.000,6791307,0.01
NC.GBB..EH,2023-01-01T18:52:21.600000,0.681,P,4.098e-07,2023-01-01T00:00:00.000,6794160,0.01
NC.GBB..EH,2023-01-01T18:52:30.860000,0.332,P,2.65e-07,2023-01-01T00:00:00.000,6795086,0.01
NC.GBB..EH,2023-01-01T18:52:53.410000,0.327,P,1.742e-07,2023-01-01T00:00:00.000,6797341,0.01
NC.GBB..EH,2023-01-01T18:53:28.490000,0.354,P,5.636e-07,2023-01-01T00:00:00.000,6800849,0.01
NC.GBB..EH,2023-01-01T18:55:04.720000,0.78,P,2.065e-07,2023-01-01T00:00:00.000,6810472,0.01
NC.GBB..EH,2023-01-01T18:55:12.810000,0.832,P,1.98e-07,2023-01-01T00:00:00.000,6811281,0.01
NC.GBB..EH,2023-01-01T18:55:21.570000,0.499,P,2.223e-07,2023-01-01T00:00:00.000,6812157,0.01
NC.GBB..EH,2023-01-01T18:55:28.120000,0.797,P,3.788e-07,2023-01-01T00:00:00.000,6812812,0.01
NC.GBB..EH,2023-01-01T18:57:19.090000,0.357,P,2.083e-07,2023-01-01T00:00:00.000,6823909,0.01
NC.GBB..EH,2023-01-01T18:57:40.460000,0.543,P,1.589e-07,2023-01-01T00:00:00.000,6826046,0.01
NC.GBB..EH,2023-01-01T18:57:56.020000,0.788,P,1.653e-07,2023-01-01T00:00:00.000,6827602,0.01
NC.GBB..EH,2023-01-01T18:58:03.690000,0.359,P,2.197e-07,2023-01-01T00:00:00.000,6828369,0.01
NC.GBB..EH,2023-01-01T18:58:52.560000,0.503,P,3.081e-07,2023-01-01T00:00:00.000,6833256,0.01
NC.GBB..EH,2023-01-01T18:59:25.530000,0.443,P,4.684e-07,2023-01-01T00:00:00.000,6836553,0.01
NC.GBB..EH,2023-01-01T18:59:39.570000,0.345,P,1.6e-07,2023-01-01T00:00:00.000,6837957,0.01
NC.GBB..EH,2023-01-01T18:59:45.340000,0.552,P,1.829e-07,2023-01-01T00:00:00.000,6838534,0.01
NC.GBB..EH,2023-01-01T18:30:11.490000,0.329,S,2.103e-07,2023-01-01T00:00:00.000,6661149,0.01
NC.GBB..EH,2023-01-01T18:32:19.630000,0.681,S,1.113e-07,2023-01-01T00:00:00.000,6673963,0.01
NC.GBB..EH,2023-01-01T18:34:02.750000,0.44,S,3.002e-07,2023-01-01T00:00:00.000,6684275,0.01
NC.GBB..EH,2023-01-01T18:34:15.140000,0.402,S,2.633e-07,2023-01-01T00:00:00.000,6685514,0.01
NC.GBB..EH,2023-01-01T18:34:30.570000,0.466,S,3.241e-07,2023-01-01T00:00:00.000,6687057,0.01
NC.GBB..EH,2023-01-01T18:37:16.290000,0.306,S,1.876e-07,2023-01-01T00:00:00.000,6703629,0.01
NC.GBB..EH,2023-01-01T18:37:44.190000,0.746,S,3.515e-07,2023-01-01T00:00:00.000,6706419,0.01
NC.GBB..EH,2023-01-01T18:37:52.930000,0.786,S,2.838e-07,2023-01-01T00:00:00.000,6707293,0.01
NC.GBB..EH,2023-01-01T18:38:23.090000,0.712,S,3.034e-07,2023-01-01T00:00:00.000,6710309,0.01
NC.GBB..EH,2023-01-01T18:38:52.530000,0.499,S,2.961e-07,2023-01-01T00:00:00.000,6713253,0.01
NC.GBB..EH,2023-01-01T18:43:26.290000,0.495,S,3.951e-07,2023-01-01T00:00:00.000,6740629,0.01
NC.GBB..EH,2023-01-01T18:43:32.390000,0.502,S,2.918e-07,2023-01-01T00:00:00.000,6741239,0.01
NC.GBB..EH,2023-01-01T18:43:45.630000,0.771,S,3.717e-07,2023-01-01T00:00:00.000,6742563,0.01
NC.GBB..EH,2023-01-01T18:44:20.560000,0.76,S,2.858e-07,2023-01-01T00:00:00.000,6746056,0.01
NC.GBB..EH,2023-01-01T18:44:39.550000,0.407,S,4.445e-07,2023-01-01T00:00:00.000,6747955,0.01
NC.GBB..EH,2023-01-01T18:45:09.770000,0.437,S,2.193e-07,2023-01-01T00:00:00.000,6750977,0.01
NC.GBB..EH,2023-01-01T18:45:18.670000,0.513,S,1.999e-07,2023-01-01T00:00:00.000,6751867,0.01
NC.GBB..EH,2023-01-01T18:45:36.040000,0.4,S,3.436e-07,2023-01-01T00:00:00.000,6753604,0.01
NC.GBB..EH,2023-01-01T18:45:52.930000,0.491,S,3.252e-07,2023-01-01T00:00:00.000,6755293,0.01
NC.GBB..EH,2023-01-01T18:46:00.790000,0.676,S,3.059e-07,2023-01-01T00:00:00.000,6756079,0.01
NC.GBB..EH,2023-01-01T18:46:16.610000,0.342,S,1.542e-07,2023-01-01T00:00:00.000,6757661,0.01
NC.GBB..EH,2023-01-01T18:46:40.370000,0.386,S,3.946e-07,2023-01-01T00:00:00.000,6760037,0.01
NC.GBB..EH,2023-01-01T18:46:59.400000,0.477,S,3e-07,2023-01-01T00:00:00.000,6761940,0.01
NC.GBB..EH,2023-01-01T18:47:17.200000,0.423,S,3.097e-07,2023-01-01T00:00:00.000,6763720,0.01
NC.GBB..EH,2023-01-01T18:47:35.780000,0.387,S,3.613e-07,2023-01-01T00:00:00.000,6765578,0.01
NC.GBB..EH,2023-01-01T18:49:15.050000,0.62,S,5.445e-07,2023-01-01T00:00:00.000,6775505,0.01
NC.GBB..EH,2023-01-01T18:49:21.510000,0.338,S,5.454e-07,2023-01-01T00:00:00.000,6776151,0.01
NC.GBB..EH,2023-01-01T18:50:06.660000,0.839,S,4.662e-07,2023-01-01T00:00:00.000,6780666,0.01
NC.GBB..EH,2023-01-01T18:50:29.490000,0.319,S,3.826e-07,2023-01-01T00:00:00.000,6782949,0.01
NC.GBB..EH,2023-01-01T18:50:55.860000,0.886,S,4.661e-07,2023-01-01T00:00:00.000,6785586,0.01
NC.GBB..EH,2023-01-01T18:51:15.830000,0.338,S,1.815e-07,2023-01-01T00:00:00.000,6787583,0.01
NC.GBB..EH,2023-01-01T18:51:49.090000,0.767,S,3.455e-07,2023-01-01T00:00:00.000,6790909,0.01
NC.GBB..EH,2023-01-01T18:51:56.450000,0.484,S,3.759e-07,2023-01-01T00:00:00.000,6791645,0.01
NC.GBB..EH,2023-01-01T18:52:25.140000,0.819,S,4.098e-07,2023-01-01T00:00:00.000,6794514,0.01
NC.GBB..EH,2023-01-01T18:55:06.030000,0.688,S,2.065e-07,2023-01-01T00:00:00.000,6810603,0.01
NC.GBB..EH,2023-01-01T18:55:15.010000,0.649,S,2.223e-07,2023-01-01T00:00:00.000,6811501,0.01
NC.GBB..EH,2023-01-01T18:56:38.890000,0.321,S,2.406e-07,2023-01-01T00:00:00.000,6819889,0.01
NC.GBB..EH,2023-01-01T18:57:28.930000,0.413,S,2.083e-07,2023-01-01T00:00:00.000,6824893,0.01
NC.GBB..EH,2023-01-01T18:57:44.230000,0.379,S,1.376e-07,2023-01-01T00:00:00.000,6826423,0.01
NC.GBB..EH,2023-01-01T18:57:57.040000,0.666,S,1.653e-07,2023-01-01T00:00:00.000,6827704,0.01
NC.GBB..EH,2023-01-01T18:58:06.330000,0.559,S,2.197e-07,2023-01-01T00:00:00.000,6828633,0.01
NC.GBB..EH,2023-01-01T18:58:17.130000,0.343,S,1.234e-06,2023-01-01T00:00:00.000,6829713,0.01
NC.GBB..EH,2023-01-01T18:59:06.110000,0.318,S,3.719e-07,2023-01-01T00:00:00.000,6834611,0.01
NC.GBB..EH,2023-01-01T18:59:27.580000,0.798,S,4.684e-07,2023-01-01T00:00:00.000,6836758,0.01
NC.GBB..EH,2023-01-01T18:59:35.410000,0.747,S,2.275e-07,2023-01-01T00:00:00.000,6837541,0.01
NC.GBL.01.EH,2023-01-01T18:32:46.330000,0.757,P,1.348e-06,2023-01-01T00:00:00.000,6676633,0.01
NC.GBL.01.EH,2023-01-01T18:35:24.870000,0.924,P,6.105e-05,2023-01-01T00:00:00.000,6692487,0.01
NC.GBL.01.EH,2023-01-01T18:32:51.090000,0.517,S,1.348e-06,2023-01-01T00:00:00.000,6677109,0.01
NC.GBL.01.EH,2023-01-01T18:35:42.530000,0.368,S,7.685e-05,2023-01-01T00:00:00.000,6694253,0.01
NC.GCK..EH,2023-01-01T18:35:29.230000,0.896,P,8.664e-06,2023-01-01T00:00:00.000,6692923,0.01
NC.GCK..EH,2023-01-01T18:47:33.090000,0.303,P,6.122e-08,2023-01-01T00:00:00.000,6765309,0.01
NC.GCK..EH,2023-01-01T18:52:44.790000,0.353,P,1.172e-07,2023-01-01T00:00:00.000,6796479,0.01
NC.GCK..EH,2023-01-01T18:58:07.730000,0.426,P,1.165e-07,2023-01-01T00:00:00.000,6828773,0.01
NC.GCK..EH,2023-01-01T18:59:04.840000,0.356,P,7.925e-08,2023-01-01T00:00:00.000,6834484,0.01
NC.GCK..EH,2023-01-01T18:48:08.710000,0.516,S,1.57e-07,2023-01-01T00:00:00.000,6768871,0.01
NC.GCK..EH,2023-01-01T18:48:15.790000,0.327,S,1.561e-07,2023-01-01T00:00:00.000,6769579,0.01
NC.GCK..EH,2023-01-01T18:50:49.510000,0.509,S,2.005e-07,2023-01-01T00:00:00.000,6784951,0.01
NC.GCK..EH,2023-01-01T18:58:09.470000,0.495,S,1.165e-07,2023-01-01T00:00:00.000,6828947,0.01
NC.GCVB..EH,2023-01-01T18:31:16.750000,0.533,P,2.352e-07,2023-01-01T00:00:00.000,6667675,0.01
NC.GCVB..EH,2023-01-01T18:31:21.850000,0.553,P,5.866e-07,2023-01-01T00:00:00.000,6668185,0.01
NC.GCVB..EH,2023-01-01T18:35:32.120000,0.919,P,7.612e-06,2023-01-01T00:00:00.000,6693212,0.01
NC.GCVB..EH,2023-01-01T18:31:08.070000,0.357,S,5.407e-07,2023-01-01T00:00:00.000,6666807,0.01
NC.GCVB..EH,2023-01-01T18:31:18.350000,0.36,S,5.866e-07,2023-01-01T00:00:00.000,6667835,0.01
NC.GCWB.01.EH,2023-01-01T18:35:27.390000,0.865,P,1.542e-05,2023-01-01T00:00:00.000,6692739,0.01
NC.GDCB.01.EH,2023-01-01T18:31:10.920000,0.45,P,3.841e-07,2023-01-01T00:00:00.000,6667092,0.01
NC.GDCB.01.EH,2023-01-01T18:35:30.990000,0.874,P,1.151e-05,2023-01-01T00:00:00.000,6693099,0.01
NC.GDCB.01.EH,2023-01-01T18:30:46.390000,0.333,S,3.168e-07,2023-01-01T00:00:00.000,6664639,0.01
NC.GDCB.01.EH,2023-01-01T18:35:43.350000,0.419,S,3.821e-05,2023-01-01T00:00:00.000,6694335,0.01
NC.GDCB.01.EH,2023-01-01T18:48:01.360000,0.673,S,3.175e-07,2023-01-01T00:00:00.000,6768136,0.01
NC.GDXB..HH,2023-01-01T18:35:33.573000,0.341,P,4.211e-06,2023-01-01T00:00:00.003,6693357,0.01
